,Code,Year,Deaths,LifeExpectancy,GenderInequality,GDP ,Fertility,tertiary_education
1002,BTN,2015,428.0,70.3,0.498,,1.9571,
1003,BTN,2016,413.0,70.6,0.486,,1.8352,
1004,BTN,2017,398.0,70.8,0.473,,1.704,
1005,BTN,2018,384.0,71.1,0.429,,1.5695,
1006,BTN,2019,370.0,71.4,0.423,,1.4601,
1007,BTN,2020,356.0,71.6,0.422,,1.4326,
1008,BOL,1965,43406.0,44.7,,253328688.0,6.2078,
1009,BOL,1966,43125.0,45.1,,277082272.0,6.1679,
1010,BOL,1967,42794.0,45.4,,306360832.0,6.127,
1011,BOL,1968,42452.0,45.8,,379662816.0,6.0859,
1012,BOL,1969,42097.0,46.2,,402933664.0,6.045,
1013,BOL,1970,41697.0,46.6,,424900352.0,6.0045,1.87
1014,BOL,1971,41276.0,47.1,,458775712.0,5.9641,
1015,BOL,1972,40812.0,47.5,,509408224.0,5.9229,
1016,BOL,1973,40298.0,48.0,,521667040.0,5.8801,
1017,BOL,1974,39740.0,48.4,,699252736.0,5.8349,
1018,BOL,1975,39127.0,48.8,,779232832.0,5.7861,2.24
1019,BOL,1976,38501.0,49.3,,1100598656.0,5.7323,
1020,BOL,1977,37838.0,49.7,,1264787072.0,5.6733,
1021,BOL,1978,37156.0,50.2,,1222631808.0,5.6096,
1022,BOL,1979,36500.0,50.7,,1280035456.0,5.5424,
1023,BOL,1980,35854.0,51.2,,1322576128.0,5.4741,2.82
1024,BOL,1981,35252.0,51.6,,1803724800.0,5.408,
1025,BOL,1982,34659.0,52.1,,1803963776.0,5.3461,
1026,BOL,1983,34055.0,52.4,,1914198656.0,5.2894,
1027,BOL,1984,33423.0,53.0,,2104179968.0,5.2375,
1028,BOL,1985,32765.0,53.4,,2316425472.0,5.1885,3.33
1029,BOL,1986,32055.0,53.9,,2701076736.0,5.1395,
1030,BOL,1987,31313.0,54.5,,2660631808.0,5.087,
1031,BOL,1988,30523.0,55.2,,2584641792.0,5.0284,
1032,BOL,1989,29690.0,55.8,,2882278656.0,4.9628,
1033,BOL,1990,28836.0,56.4,,2741310464.0,4.8899,3.83
1034,BOL,1991,27960.0,57.1,,3029716736.0,4.8103,
1035,BOL,1992,27059.0,57.6,,3215743488.0,4.7133,
1036,BOL,1993,26133.0,58.4,,3823635712.0,4.5921,
1037,BOL,1994,25186.0,59.0,,3908306944.0,4.4937,
1038,BOL,1995,24215.0,59.5,,4255220480.0,4.4094,4.67
1039,BOL,1996,23220.0,60.1,,4741145088.0,4.3362,
1040,BOL,1997,22195.0,60.8,,4841286656.0,4.2186,
1041,BOL,1998,21157.0,61.3,,5131022336.0,4.1487,
1042,BOL,1999,20108.0,61.9,0.593,5120649216.0,4.0904,
1043,BOL,2000,19063.0,62.3,0.589,5550440448.0,3.9906,5.27
1044,BOL,2001,18036.0,62.8,0.584,5655560192.0,3.8899,
1045,BOL,2002,17031.0,63.3,0.55,5274721280.0,3.8016,
1046,BOL,2003,16056.0,63.6,0.545,4950222336.0,3.7209,
1047,BOL,2004,15124.0,64.0,0.54,4791883776.0,3.6333,
1048,BOL,2005,14229.0,64.4,0.545,5251973632.0,3.5584,7.25
1049,BOL,2006,13373.0,64.8,0.54,6223942144.0,3.5325,
1050,BOL,2007,12564.0,65.0,0.538,6557100544.0,3.4466,
1051,BOL,2008,11803.0,65.4,0.532,9070265344.0,3.3645,
1052,BOL,2009,11088.0,65.9,0.496,11130870784.0,3.2867,
1053,BOL,2010,10426.0,66.2,0.486,12716829696.0,3.2132,8.43
1054,BOL,2011,9808.0,66.5,0.482,14956311552.0,3.1433,
1055,BOL,2012,9227.0,66.7,0.479,17145758720.0,3.0759,
1056,BOL,2013,8685.0,67.0,0.474,19611582464.0,3.0103,
1057,BOL,2014,8194.0,67.2,0.437,20052772864.0,2.9467,
1058,BOL,2015,7758.0,67.3,0.439,,2.886,
1059,BOL,2016,7383.0,67.6,0.43,,2.8291,
1060,BOL,2017,7044.0,67.7,0.424,,2.777,
1061,BOL,2018,6750.0,67.7,0.419,,2.73,
1062,BOL,2019,6486.0,67.8,0.421,,2.6882,
1063,BOL,2020,6253.0,64.5,0.425,,2.6511,
1064,BIH,1989,1343.0,71.8,,,1.8207,
1065,BIH,1990,1199.0,72.3,,,1.7938,
1066,BIH,1991,1067.0,72.1,,,1.7985,
1067,BIH,1992,2231.0,51.8,,,1.773,
1068,BIH,1993,2111.0,51.5,,,1.741,
1069,BIH,1994,1495.0,67.2,,820575232.0,1.7052,
1070,BIH,1995,750.0,70.3,,1182787584.0,1.6755,
1071,BIH,1996,629.0,73.4,,1785738112.0,1.6505,
1072,BIH,1997,571.0,73.7,,2242877696.0,1.6768,
1073,BIH,1998,516.0,73.9,,2485762048.0,1.5543,
1074,BIH,1999,467.0,75.1,,2896048128.0,1.3701,
1075,BIH,2000,424.0,74.5,,3639075840.0,1.283,
1076,BIH,2001,389.0,75.1,0.351,3993564928.0,1.2319,
1077,BIH,2002,362.0,74.6,0.346,4437851136.0,1.2297,
1078,BIH,2003,342.0,75.8,0.281,5126403072.0,1.2197,
1079,BIH,2004,326.0,76.1,0.279,5474274816.0,1.2191,
1080,BIH,2005,313.0,75.4,0.271,6173803520.0,1.2034,
1081,BIH,2006,300.0,76.2,0.268,6992789504.0,1.186,
1082,BIH,2007,287.0,76.2,0.267,7884614656.0,1.2516,
1083,BIH,2008,274.0,76.8,0.253,10390541312.0,1.2755,
1084,BIH,2009,259.0,77.0,0.223,11298180096.0,1.2994,
1085,BIH,2010,246.0,77.1,0.222,11107609600.0,1.2758,
1086,BIH,2011,233.0,77.0,0.188,11626512384.0,1.2163,
1087,BIH,2012,221.0,77.2,0.185,10893072384.0,1.2903,
1088,BIH,2013,210.0,76.3,0.173,11612592128.0,1.2756,
1089,BIH,2014,201.0,75.7,0.167,11256055808.0,1.2623,
1090,BIH,2015,192.0,76.2,0.165,,1.289,
1091,BIH,2016,184.0,76.8,0.167,,1.324,
1092,BIH,2017,175.0,76.9,0.162,,1.3547,
1093,BIH,2018,167.0,77.1,0.162,,1.384,
1094,BIH,2019,158.0,77.2,0.146,,1.3685,
1095,BIH,2020,150.0,76.2,0.138,,1.3587,
1096,BWA,1960,3875.0,50.4,,10861226.0,6.6277,
1097,BWA,1961,3814.0,50.9,,11750931.0,6.5968,
1098,BWA,1962,3757.0,51.4,,12730338.0,6.5711,
1099,BWA,1963,3698.0,51.9,,13604232.0,6.6319,
1100,BWA,1964,3647.0,52.3,,14862995.0,6.6878,
1101,BWA,1965,3603.0,52.8,,16353104.0,6.6871,
1102,BWA,1966,3556.0,53.3,,18380588.0,6.6915,
1103,BWA,1967,3511.0,53.7,,21234582.0,6.6777,
1104,BWA,1968,3465.0,54.2,,27603534.0,6.6677,
1105,BWA,1969,3417.0,54.7,,32234000.0,6.6386,
1106,BWA,1970,3362.0,55.2,,40101408.0,6.6171,0.28
1107,BWA,1971,3309.0,55.7,,52168136.0,6.5915,
1108,BWA,1972,3253.0,56.3,,66165724.0,6.5928,
1109,BWA,1973,3196.0,56.9,,99644384.0,6.5927,
1110,BWA,1974,3139.0,57.4,,130912240.0,6.5935,
1111,BWA,1975,3077.0,58.0,,160550816.0,6.5779,0.25
1112,BWA,1976,3013.0,58.6,,207035664.0,6.5559,
1113,BWA,1977,2946.0,59.2,,258903936.0,6.4945,
1114,BWA,1978,2882.0,59.7,,307900384.0,6.4351,
1115,BWA,1979,2817.0,60.2,,387127296.0,6.3585,
1116,BWA,1980,2750.0,60.6,,456495520.0,6.2526,0.19
1117,BWA,1981,2674.0,61.1,,534373056.0,6.1283,
1118,BWA,1982,2591.0,61.6,,581002688.0,5.9333,
1119,BWA,1983,2504.0,62.0,,773349824.0,5.7463,
1120,BWA,1984,2415.0,62.4,,932858560.0,5.5821,
1121,BWA,1985,2322.0,62.6,,868690560.0,5.427,1.09
1122,BWA,1986,2238.0,62.7,,950028864.0,5.2697,
1123,BWA,1987,2168.0,62.5,,1202575488.0,5.0603,
1124,BWA,1988,2122.0,61.8,,1486689536.0,4.8518,
1125,BWA,1989,2118.0,61.4,,1884748928.0,4.6508,
1126,BWA,1990,2160.0,60.5,0.589,2134799232.0,4.4865,1.52
1127,BWA,1991,2260.0,59.5,0.578,2235622656.0,4.3388,
1128,BWA,1992,2408.0,58.3,0.572,2362575616.0,4.2292,
1129,BWA,1993,2572.0,57.7,0.568,2773766656.0,4.1296,
1130,BWA,1994,2760.0,56.2,0.564,2783161856.0,4.0091,
1131,BWA,1995,2965.0,55.1,0.561,2997636864.0,3.803,1.9
1132,BWA,1996,3163.0,54.4,0.558,3107205888.0,3.6,
1133,BWA,1997,3354.0,53.4,0.557,3066528000.0,3.458,
1134,BWA,1998,3529.0,52.5,0.556,2892594176.0,3.3962,
1135,BWA,1999,3670.0,51.7,0.555,3389583616.0,3.342,
1136,BWA,2000,3786.0,51.0,0.517,3825686272.0,3.3115,1.73
1137,BWA,2001,3809.0,50.7,0.517,3813383680.0,3.2613,
1138,BWA,2002,3776.0,50.6,0.515,3628930560.0,3.1808,
1139,BWA,2003,3721.0,50.9,0.512,4600633856.0,3.1096,
1140,BWA,2004,3612.0,51.6,0.528,4892389888.0,3.0735,
1141,BWA,2005,3373.0,52.6,0.521,5462104064.0,3.0795,1.79
1142,BWA,2006,3146.0,53.9,0.513,5503860224.0,3.0908,
1143,BWA,2007,3047.0,55.7,0.508,5467032576.0,3.0817,
1144,BWA,2008,3039.0,57.1,0.505,5953745920.0,3.0658,
1145,BWA,2009,2958.0,58.3,0.516,6590665216.0,3.0454,
1146,BWA,2010,2781.0,60.0,0.511,8275259392.0,3.023,2.02
1147,BWA,2011,2846.0,60.5,0.507,9788360704.0,2.9993,
1148,BWA,2012,2812.0,60.8,0.503,9297085440.0,2.9809,
1149,BWA,2013,2764.0,62.0,0.499,9476451328.0,2.9638,
1150,BWA,2014,2811.0,62.6,0.485,9650871296.0,2.9506,
1151,BWA,2015,2789.0,63.8,0.489,,2.9423,
1152,BWA,2016,2762.0,65.5,0.48,,2.9297,
1153,BWA,2017,2683.0,66.8,0.468,,2.91,
1154,BWA,2018,2630.0,65.4,0.474,,2.9028,
1155,BWA,2019,2559.0,65.5,0.47,,2.8834,
1156,BWA,2020,2486.0,65.6,0.469,,2.8357,
1157,BRA,1960,497825.0,52.7,,5416277504.0,6.0609,
1158,BRA,1961,495380.0,53.2,,5441736192.0,6.0443,
1159,BRA,1962,491961.0,53.7,,7116536832.0,5.9947,
1160,BRA,1963,487638.0,54.2,,8221960192.0,5.9294,
1161,BRA,1964,482756.0,54.6,,7575678976.0,5.8176,
1162,BRA,1965,477224.0,55.1,,7782159360.0,5.6746,
1163,BRA,1966,470847.0,55.5,,9665260544.0,5.5294,
1164,BRA,1967,463512.0,55.9,,11077394432.0,5.3677,
1165,BRA,1968,455375.0,56.3,,14114962432.0,5.2017,
1166,BRA,1969,446220.0,56.7,,15607887872.0,5.0793,
1167,BRA,1970,436585.0,57.2,,17636515840.0,4.9722,1.24
1168,BRA,1971,427192.0,57.6,,20219095040.0,4.857,
1169,BRA,1972,418569.0,58.0,,23438434304.0,4.7462,
1170,BRA,1973,410839.0,58.5,,32359411712.0,4.6457,
1171,BRA,1974,404227.0,58.9,,44972556288.0,4.5016,
1172,BRA,1975,398368.0,59.4,,55921709056.0,4.4152,2.3
1173,BRA,1976,392681.0,59.8,,84966842368.0,4.3386,
1174,BRA,1977,386779.0,60.2,,100994064384.0,4.2668,
1175,BRA,1978,379724.0,60.7,,104718671872.0,4.1951,
1176,BRA,1979,371094.0,61.3,,106226319360.0,4.12,
1177,BRA,1980,361014.0,61.8,,101129904128.0,4.0373,2.79
1178,BRA,1981,349505.0,62.3,,131158802432.0,3.9433,
1179,BRA,1982,337141.0,62.9,,161248198656.0,3.838,
1180,BRA,1983,324130.0,63.3,,134125076480.0,3.7229,
1181,BRA,1984,311013.0,63.8,,157145628672.0,3.5995,
1182,BRA,1985,297868.0,64.2,,173727268864.0,3.4712,2.72
1183,BRA,1986,284646.0,64.6,,182922395648.0,3.3422,
1184,BRA,1987,271575.0,65.1,,179958005760.0,3.2338,
1185,BRA,1988,258595.0,65.5,,185739509760.0,3.1118,
1186,BRA,1989,246048.0,65.9,,260112351232.0,3.0102,
1187,BRA,1990,233805.0,66.0,0.552,260160618496.0,2.9047,3.03
1188,BRA,1991,221807.0,66.3,0.549,341830664192.0,2.8145,
1189,BRA,1992,209691.0,66.7,0.545,228251025408.0,2.7191,
1190,BRA,1993,197514.0,67.1,0.543,291905241088.0,2.6723,
1191,BRA,1994,185442.0,67.6,0.538,364685426688.0,2.6165,
1192,BRA,1995,173777.0,67.9,0.533,497837146112.0,2.5786,3.72
1193,BRA,1996,162693.0,68.4,0.529,545087225856.0,2.5162,
1194,BRA,1997,152045.0,68.8,0.523,539490025472.0,2.465,
1195,BRA,1998,141802.0,69.2,0.518,521536929792.0,2.4087,
1196,BRA,1999,131989.0,69.5,0.516,370456494080.0,2.3305,
1197,BRA,2000,122391.0,69.7,0.507,433188143104.0,2.2545,3.7
1198,BRA,2001,113078.0,70.2,0.496,388570906624.0,2.1826,
1199,BRA,2002,104056.0,70.4,0.493,338924404736.0,2.1034,
1200,BRA,2003,95558.0,70.7,0.474,341955444736.0,2.0226,
1201,BRA,2004,87609.0,71.1,0.473,365567148032.0,2.0023,
1202,BRA,2005,80324.0,71.8,0.471,490394714112.0,1.9737,3.73
1203,BRA,2006,73913.0,72.0,0.469,601988136960.0,1.9272,
1204,BRA,2007,68307.0,72.4,0.465,698223689728.0,1.8812,
1205,BRA,2008,63489.0,72.7,0.461,922470842368.0,1.8416,
1206,BRA,2009,59488.0,72.9,0.458,1070091927552.0,1.8253,
1207,BRA,2010,56169.0,73.2,0.45,1429535719424.0,1.8102,5.63
1208,BRA,2011,53485.0,73.3,0.447,1631862259712.0,1.7998,
1209,BRA,2012,51352.0,73.6,0.444,1557712338944.0,1.7669,
1210,BRA,2013,49646.0,73.9,0.444,1577259499520.0,1.7481,
1211,BRA,2014,48290.0,74.3,0.44,1468911452160.0,1.7673,
1212,BRA,2015,47147.0,74.3,0.437,,1.7772,
1213,BRA,2016,49408.0,74.4,0.431,,1.7085,
1214,BRA,2017,45255.0,74.8,0.421,,1.7362,
1215,BRA,2018,44324.0,75.1,0.401,,1.7485,
1216,BRA,2019,43325.0,75.3,0.395,,1.7026,
1217,BRA,2020,42241.0,74.0,0.395,,1.649,
1218,BRN,1960,429.0,56.8,,,6.8358,
1219,BRN,1961,396.0,57.8,,,6.7715,
1220,BRN,1962,363.0,57.7,,,6.6834,
1221,BRN,1963,333.0,59.8,,,6.5715,
1222,BRN,1964,307.0,60.6,,,6.4396,
1223,BRN,1965,287.0,61.2,,40728676.0,6.2971,
1224,BRN,1966,273.0,62.0,,47413732.0,6.1562,
1225,BRN,1967,264.0,62.5,,50343340.0,6.0262,
1226,BRN,1968,258.0,63.0,,67008088.0,5.9116,
1227,BRN,1969,253.0,63.6,,67171432.0,5.8119,
1228,BRN,1970,246.0,64.1,,74616768.0,5.7187,1.24
1229,BRN,1971,238.0,64.7,,81166224.0,5.619,
1230,BRN,1972,227.0,65.4,,108433040.0,5.5001,
1231,BRN,1973,213.0,66.0,,176775600.0,5.3547,
1232,BRN,1974,199.0,66.5,,459229056.0,5.1831,
1233,BRN,1975,184.0,67.1,,528121440.0,4.9899,2.86
1234,BRN,1976,170.0,67.6,,791947840.0,4.7844,
1235,BRN,1977,157.0,68.1,,993320512.0,4.5802,
1236,BRN,1978,145.0,68.5,,1012554432.0,4.3887,
1237,BRN,1979,134.0,68.9,,1323891712.0,4.2161,
1238,BRN,1980,125.0,69.2,,2120848640.0,4.0671,3.65
1239,BRN,1981,117.0,69.5,,2172806912.0,3.9432,
1240,BRN,1982,110.0,69.8,,2441058560.0,3.8397,
1241,BRN,1983,105.0,70.1,,2536460032.0,3.7512,
1242,BRN,1984,101.0,70.4,,2843727360.0,3.6749,
1243,BRN,1985,98.0,70.6,,2745761024.0,3.6077,3.74
1244,BRN,1986,97.0,70.8,,1609024896.0,3.5464,
1245,BRN,1987,96.0,71.0,,1685530496.0,3.4875,
1246,BRN,1988,96.0,71.2,,1512640640.0,3.4275,
1247,BRN,1989,97.0,71.4,,1824637312.0,3.3631,
1248,BRN,1990,99.0,71.7,,1982693760.0,3.2903,3.71
1249,BRN,1991,101.0,71.9,,2098900736.0,3.206,
1250,BRN,1992,102.0,72.1,,2383676928.0,3.111,
1251,BRN,1993,101.0,72.3,,2737508352.0,3.0073,
1252,BRN,1994,100.0,72.6,,2670777088.0,2.8973,
1253,BRN,1995,97.0,72.8,,2999796992.0,2.7855,3.91
1254,BRN,1996,93.0,73.1,,3278886656.0,2.6774,
1255,BRN,1997,89.0,73.4,,3174718208.0,2.5777,
1256,BRN,1998,85.0,73.6,,2446180096.0,2.4893,
1257,BRN,1999,82.0,73.9,,2843062272.0,2.4131,
1258,BRN,2000,79.0,74.1,,3966348288.0,2.3463,4.76
1259,BRN,2001,76.0,74.3,,3890825472.0,2.2837,
1260,BRN,2002,74.0,74.4,,3898803456.0,2.2205,
1261,BRN,2003,72.0,74.6,,4016182784.0,2.1542,
1262,BRN,2004,69.0,74.6,,4299710976.0,2.0861,
1263,BRN,2005,68.0,74.7,,5242252800.0,2.0216,5.65
1264,BRN,2006,66.0,74.8,,6234178048.0,1.9687,
1265,BRN,2007,65.0,74.8,,6121054720.0,1.9332,
1266,BRN,2008,64.0,74.8,,7829356544.0,1.9177,
1267,BRN,2009,64.0,74.8,,6889309696.0,1.9207,
1268,BRN,2010,65.0,74.8,,8006003200.0,1.9366,6.51
1269,BRN,2011,67.0,74.9,,10417869824.0,1.957,
1270,BRN,2012,68.0,74.8,,10732364800.0,1.9729,
1271,BRN,2013,70.0,74.8,,10305382400.0,1.9778,
1272,BRN,2014,71.0,74.8,,10395012096.0,1.969,
1273,BRN,2015,72.0,74.7,,,1.9471,
1274,BRN,2016,73.0,74.7,0.282,,1.9154,
1275,BRN,2017,73.0,74.7,0.253,,1.8805,
1276,BRN,2018,73.0,74.7,0.255,,1.8479,
1277,BRN,2019,73.0,74.7,0.258,,1.8195,
1278,BRN,2020,72.0,74.8,0.259,,1.7962,
1279,BGR,1960,7637.0,69.2,,868104000.0,2.3107,
1280,BGR,1961,6654.0,70.3,,912000384.0,2.2894,
1281,BGR,1962,5946.0,69.6,,1137125376.0,2.2223,
1282,BGR,1963,5464.0,70.4,,1251321984.0,2.2099,
1283,BGR,1964,5158.0,71.2,,1367725568.0,2.1642,
1284,BGR,1965,4986.0,71.3,,1462961408.0,2.0769,
1285,BGR,1966,4883.0,71.2,,1603615104.0,2.0302,
1286,BGR,1967,4795.0,70.4,,1755305088.0,2.0324,
1287,BGR,1968,4688.0,71.2,,2200618496.0,2.265,
1288,BGR,1969,4536.0,70.5,,2404835328.0,2.2685,
1289,BGR,1970,4351.0,71.3,,2707560704.0,2.1762,4.94
1290,BGR,1971,4189.0,70.9,,2640793856.0,2.1036,
1291,BGR,1972,4099.0,70.9,,2778506496.0,2.0357,
1292,BGR,1973,4068.0,71.3,,3308948480.0,2.1506,
1293,BGR,1974,4051.0,71.2,,4190503168.0,2.2841,
1294,BGR,1975,4013.0,71.0,,4832933376.0,2.2312,6.25
1295,BGR,1976,3931.0,71.4,,6308363264.0,2.2422,
1296,BGR,1977,3790.0,70.8,,6644205056.0,2.2055,
1297,BGR,1978,3606.0,71.2,,6375899136.0,2.1549,
1298,BGR,1979,3408.0,71.2,,6242752000.0,2.144,
1299,BGR,1980,3213.0,71.1,,8622951424.0,2.0568,7.25
1300,BGR,1981,3037.0,71.5,,9980805120.0,2.0061,
1301,BGR,1982,2884.0,71.1,,11336794112.0,2.0119,
1302,BGR,1983,2742.0,71.3,,11188531200.0,2.0065,
1303,BGR,1984,2590.0,71.4,,13089831936.0,2.0059,
1304,BGR,1985,2425.0,71.1,,13685214208.0,1.9777,8.43
1305,BGR,1986,2271.0,71.6,,13822137344.0,2.0113,
1306,BGR,1987,2149.0,71.4,,17396488192.0,1.9649,
1307,BGR,1988,2064.0,71.5,,12931292160.0,1.9674,
1308,BGR,1989,2020.0,71.5,,13291064320.0,1.9035,
1309,BGR,1990,2005.0,71.4,0.368,11672576000.0,1.8099,8.11
1310,BGR,1991,1976.0,71.2,0.362,6205155840.0,1.6448,
1311,BGR,1992,1898.0,71.2,0.361,5897454080.0,1.546,
1312,BGR,1993,1787.0,71.2,0.353,7220785152.0,1.4612,
1313,BGR,1994,1679.0,70.9,0.353,6336554496.0,1.3608,
1314,BGR,1995,1588.0,71.0,0.342,8277873152.0,1.2401,9.25
1315,BGR,1996,1503.0,70.9,0.336,6479703552.0,1.2234,
1316,BGR,1997,1414.0,70.4,0.335,6838694400.0,1.1002,
1317,BGR,1998,1323.0,70.9,0.326,8834533376.0,1.1202,
1318,BGR,1999,1237.0,71.6,0.328,8340718080.0,1.2292,
1319,BGR,2000,1162.0,71.6,0.322,8689986560.0,1.2608,9.79
1320,BGR,2001,1102.0,71.9,0.255,9819222016.0,1.2153,
1321,BGR,2002,1057.0,72.2,0.247,10915998720.0,1.2301,
1322,BGR,2003,1019.0,72.4,0.242,12907710464.0,1.2541,
1323,BGR,2004,980.0,72.6,0.243,14252361728.0,1.3231,
1324,BGR,2005,937.0,72.6,0.248,16401854464.0,1.3657,11.76
1325,BGR,2006,897.0,72.7,0.244,18644021248.0,1.4346,
1326,BGR,2007,870.0,73.0,0.243,22372661248.0,1.4889,
1327,BGR,2008,849.0,73.4,0.247,29736794112.0,1.5603,
1328,BGR,2009,828.0,73.7,0.247,33240784896.0,1.6353,
1329,BGR,2010,798.0,73.8,0.24,32319582208.0,1.5711,13.07
1330,BGR,2011,757.0,74.2,0.237,35544723456.0,1.5126,
1331,BGR,2012,705.0,74.4,0.226,33916551168.0,1.4994,
1332,BGR,2013,649.0,74.8,0.213,35582013440.0,1.486,
1333,BGR,2014,596.0,74.5,0.232,34468655104.0,1.5313,
1334,BGR,2015,549.0,74.6,0.218,,1.5345,
1335,BGR,2016,510.0,74.8,0.216,,1.5449,
1336,BGR,2017,475.0,74.8,0.208,,1.5585,
1337,BGR,2018,443.0,74.9,0.21,,1.5584,
1338,BGR,2019,412.0,75.1,0.205,,1.5751,
1339,BGR,2020,380.0,73.6,0.204,,1.5809,
1340,BFA,1960,75638.0,35.9,,118015344.0,6.2484,
1341,BFA,1961,75743.0,36.2,,125088352.0,6.2856,
1342,BFA,1962,76000.0,36.7,,135559744.0,6.3219,
1343,BFA,1963,76371.0,37.0,,140728880.0,6.3564,
1344,BFA,1964,76766.0,37.3,,146543504.0,6.419,
1345,BFA,1965,77233.0,37.7,,151041776.0,6.4714,
1346,BFA,1966,77821.0,37.9,,154960704.0,6.5267,
1347,BFA,1967,78550.0,38.3,,163219344.0,6.5851,
1348,BFA,1968,79289.0,38.5,,191851280.0,6.6452,
1349,BFA,1969,80049.0,38.9,,199291280.0,6.6636,
1350,BFA,1970,80713.0,39.2,,191001936.0,6.6854,
1351,BFA,1971,81282.0,39.6,,198232400.0,6.6976,
1352,BFA,1972,81538.0,40.1,,231663856.0,6.7191,
1353,BFA,1973,81369.0,40.5,,275423008.0,6.7698,
1354,BFA,1974,80774.0,41.4,,321301856.0,6.8419,
1355,BFA,1975,79805.0,42.3,,424906176.0,6.9126,
1356,BFA,1976,78604.0,43.2,,543458240.0,6.9522,
1357,BFA,1977,77507.0,44.1,,648499520.0,7.0464,
1358,BFA,1978,76671.0,45.1,,769524224.0,7.1478,
1359,BFA,1979,76161.0,45.9,,825599296.0,7.1942,
1360,BFA,1980,75966.0,46.5,,829918528.0,7.2224,
1361,BFA,1981,76074.0,46.9,,883731904.0,7.2556,
1362,BFA,1982,76281.0,47.6,,1004329664.0,7.2527,
1363,BFA,1983,76492.0,48.1,,1055743872.0,7.2507,
1364,BFA,1984,76696.0,48.6,,1097548160.0,7.2449,
1365,BFA,1985,76761.0,48.9,,1209774080.0,7.2422,
1366,BFA,1986,76703.0,49.0,,1389159936.0,7.218,
1367,BFA,1987,76803.0,49.1,,1450166016.0,7.1676,
1368,BFA,1988,77182.0,49.1,,1470659584.0,7.1091,
1369,BFA,1989,78002.0,49.2,,1598576640.0,7.0467,
1370,BFA,1990,79272.0,49.4,,1746581248.0,7.0091,
1371,BFA,1991,80917.0,49.5,,1777617920.0,6.9729,
1372,BFA,1992,82784.0,49.4,,1276444544.0,6.9364,
1373,BFA,1993,84642.0,49.2,,1554889216.0,6.8888,
1374,BFA,1994,86381.0,49.3,,1238434304.0,6.8434,
1375,BFA,1995,87798.0,49.4,,1507824512.0,6.8144,
1376,BFA,1996,88816.0,49.6,,1657870464.0,6.7793,
1377,BFA,1997,89601.0,49.4,,1495124736.0,6.7238,
1378,BFA,1998,90340.0,50.0,,1693667584.0,6.6605,
1379,BFA,1999,90899.0,50.3,0.68,1863235328.0,6.5857,
1380,BFA,2000,91328.0,50.8,0.675,1740033280.0,6.5191,
1381,BFA,2001,91508.0,51.1,0.666,1953957248.0,6.431,
1382,BFA,2002,91373.0,51.3,0.657,2138844800.0,6.3388,
1383,BFA,2003,90747.0,51.8,0.652,2575868160.0,6.2803,
1384,BFA,2004,89625.0,52.4,0.647,2642719744.0,6.2156,
1385,BFA,2005,88011.0,53.1,0.641,3004478976.0,6.1824,
1386,BFA,2006,86003.0,53.7,0.636,3176502272.0,6.1703,
1387,BFA,2007,83749.0,54.4,0.64,3384095232.0,6.1099,
1388,BFA,2008,81438.0,55.3,0.628,4552797696.0,6.0501,
1389,BFA,2009,79303.0,56.0,0.621,5372332544.0,5.9915,
1390,BFA,2010,77389.0,56.5,0.617,5811645952.0,5.9356,
1391,BFA,2011,75768.0,57.1,0.613,6693325824.0,5.8689,
1392,BFA,2012,74177.0,57.6,0.608,7068641792.0,5.7929,
1393,BFA,2013,72654.0,57.8,0.605,7748959744.0,5.6968,
1394,BFA,2014,71255.0,58.4,0.601,7626480128.0,5.5946,
1395,BFA,2015,69909.0,58.8,0.619,,5.4777,
1396,BFA,2016,68633.0,59.3,0.613,,5.3236,
1397,BFA,2017,67332.0,59.5,0.6,,5.1621,
1398,BFA,2018,66090.0,60.0,0.598,,5.0693,
1399,BFA,2019,64948.0,60.0,0.585,,4.971,
1400,BFA,2020,63887.0,59.7,0.621,,4.8693,
1401,BDI,1969,38758.0,42.9,,158504896.0,7.2148,
1402,BDI,1970,39595.0,43.0,,202277312.0,7.2145,0.11
1403,BDI,1971,40318.0,43.0,,207795904.0,7.2133,
1404,BDI,1972,52739.0,25.6,,197636160.0,7.2101,
1405,BDI,1973,41563.0,37.3,,248445392.0,7.2155,
1406,BDI,1974,42586.0,43.0,,295377056.0,7.2222,
1407,BDI,1975,43615.0,43.0,,380606464.0,7.2442,0.14
1408,BDI,1976,44563.0,43.1,,499092352.0,7.248,
1409,BDI,1977,45219.0,43.5,,627773568.0,7.2453,
1410,BDI,1978,45478.0,43.8,,636471360.0,7.2586,
1411,BDI,1979,45338.0,44.6,,738960064.0,7.3071,
1412,BDI,1980,44854.0,45.4,,791507520.0,7.3526,0.19
1413,BDI,1981,44041.0,46.4,,964474688.0,7.3288,
1414,BDI,1982,43135.0,47.3,,1160032000.0,7.3142,
1415,BDI,1983,42153.0,48.1,,1428867200.0,7.298,
1416,BDI,1984,41319.0,48.5,,1484283392.0,7.2951,
1417,BDI,1985,40933.0,48.5,,1792233472.0,7.2937,0.25
1418,BDI,1986,40982.0,48.2,,1639626880.0,7.3198,
1419,BDI,1987,41468.0,47.5,,1384749696.0,7.3796,
1420,BDI,1988,42313.0,43.0,,1216989312.0,7.3828,
1421,BDI,1989,43393.0,45.6,,1361600640.0,7.3869,
