,Code,Year,Deaths,Fertility,GDP ,GenderInequality,LifeExpectancy,tertiary_education,Income
19860,USA,1915,1.0,0.7202141900937082,0.010514993498870234,0.9586776859504131,0.3953136810279669,0.0,high_income
19861,USA,1916,1.0,0.7202141900937082,0.013537024087123886,0.9586776859504131,0.3726379440665157,0.0,high_income
19862,USA,1917,1.0,0.7202141900937082,0.016337837229981042,0.9586776859504131,0.36759889140841534,0.0,high_income
19863,USA,1918,1.0,0.7202141900937082,0.02081726729426736,0.9586776859504131,0.19627110103300596,0.0,high_income
19864,USA,1919,1.0,0.7202141900937082,0.023168983271385328,0.9586776859504131,0.40035273368606705,0.0,high_income
19865,USA,1920,1.0,0.7202141900937082,0.03167018294364659,0.9586776859504131,0.4028722600151172,0.0,high_income
19866,USA,1921,1.0,0.7202141900937082,0.025056030390194564,0.9586776859504131,0.4734189972285212,0.0,high_income
19867,USA,1922,1.0,0.7202141900937082,0.02169426872253894,0.9586776859504131,0.47089947089947104,0.0,high_income
19868,USA,1923,1.0,0.7202141900937082,0.02445972055991249,0.9586776859504131,0.4557823129251702,0.0,high_income
19869,USA,1924,1.0,0.7202141900937082,0.025800149887103916,0.9586776859504131,0.48097757621567155,0.0,high_income
19870,USA,1925,1.0,0.7202141900937082,0.024574307395938202,0.9586776859504131,0.48097757621567155,0.0,high_income
19871,USA,1926,1.0,0.7202141900937082,0.026153864901846516,0.9586776859504131,0.4658604182413707,0.0,high_income
19872,USA,1927,1.0,0.7202141900937082,0.025758625373585115,0.9586776859504131,0.5036533131771228,0.0,high_income
19873,USA,1928,1.0,0.7202141900937082,0.026228470038728805,0.9586776859504131,0.4759385235575712,0.0,high_income
19874,USA,1929,1.0,0.7202141900937082,0.02797810471822308,0.9586776859504131,0.48097757621567155,0.0,high_income
19875,USA,1930,1.0,0.7202141900937082,0.024608963031542287,0.9586776859504131,0.5086923658352231,0.0,high_income
19876,USA,1931,1.0,0.7202141900937082,0.02212122583120263,0.9586776859504131,0.526329050138574,0.0,high_income
19877,USA,1932,1.0,0.7202141900937082,0.021993749116465084,0.9586776859504131,0.5439657344419251,0.0,high_income
19878,USA,1933,1.0,0.7202141900937082,0.017447322002533655,0.9586776859504131,0.5409423028470649,0.0,high_income
19879,USA,1934,1.0,0.7202141900937082,0.01713367588948613,0.9586776859504131,0.5245653817082389,0.0,high_income
19880,USA,1935,1.0,0.7202141900937082,0.019619522806821527,0.9586776859504131,0.5411942554799699,0.0,high_income
19881,USA,1936,1.0,0.7202141900937082,0.022141114720867792,0.9586776859504131,0.5275888133030991,0.0,high_income
19882,USA,1937,1.0,0.7202141900937082,0.024410291470480894,0.9586776859504131,0.54522549760645,0.0,high_income
19883,USA,1938,1.0,0.7202141900937082,0.023177979891560344,0.9586776859504131,0.578987150415722,0.0,high_income
19884,USA,1939,1.0,0.7202141900937082,0.02738475709154172,0.9586776859504131,0.5961199294532629,0.0,high_income
19885,USA,1940,1.0,0.7202141900937082,0.034961185777736624,0.9586776859504131,0.6001511715797431,0.0,high_income
19886,USA,1941,1.0,0.7202141900937082,0.04180534109826962,0.9586776859504131,0.6145124716553289,0.0,high_income
19887,USA,1942,1.0,0.7202141900937082,0.05365367521633023,0.9586776859504131,0.6344167296548251,0.0,high_income
19888,USA,1943,1.0,0.7202141900937082,0.06569823654085054,0.9586776859504131,0.6271101033005796,0.0,high_income
19889,USA,1944,1.0,0.7202141900937082,0.07267824538739051,0.9586776859504131,0.6470143613000758,0.0,high_income
19890,USA,1945,1.0,0.7202141900937082,0.07393667748447504,0.9586776859504131,0.6593600403124213,0.0,high_income
19891,USA,1946,1.0,0.7202141900937082,0.07377681508363178,0.9586776859504131,0.6769967246157724,0.0,high_income
19892,USA,1947,1.0,0.7202141900937082,0.08102288562314955,0.9586776859504131,0.6873267825648779,0.0,high_income
19893,USA,1948,1.0,0.7202141900937082,0.08909778287667336,0.9586776859504131,0.7014361300075587,0.0,high_income
