AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
25.7434,,,11323.0207,2594878.0,0.176490025208659,33.392,6.472,,65.539,1.67457022959652,41.3,2.69413797978676,64.807,0.584,0.782,15.27,9.113,16.9629096984863,,,24234080.0
25.1335,,,11848.61386,2433425.0,0.171164000787354,33.138,6.324,,65.931,1.58938966248133,40.3,2.68817665365031,64.144,0.584,0.794,17.51,9.232,19.8381805419922,,,24894370.0
24.5501,,,13176.313594,2823685.0,0.169110518643512,32.897,6.185,,66.311,1.51388114318898,39.3,2.67980999725449,63.478,0.598,0.801,15.03,9.36,19.828200340271003,,,25570511.0
23.9734,,,13760.033283,2728901.0,0.160349170386954,32.657,6.055,,66.681,1.51388114318898,38.2,2.66951722668417,62.809,0.598,0.78,10.48,9.36,19.8182201385498,,,26262313.0
22.9562,,,14104.664678,2671553.0,0.160349170386954,32.408,5.933,,67.041,1.51388114318898,37.2,2.65644587984943,62.139,0.615,0.699,7.95,9.36,19.8182201385498,,,26969306.0
24.1158,,,13008.307332,2559537.0,0.160349170386954,32.145,5.819,,67.39,1.51388114318898,36.3,2.64087322692548,61.466,0.609,0.699,7.95,9.36,19.8182201385498,,,27691019.0
38.8441,0.275316,,3150.376893,1589851.0,0.128127211529057,43.727,18.137,,45.09,4.30724039151838,100.5,2.67638556232946,85.39,0.681,0.685,7.04,4.394,,,,11148751.0
38.8441,0.275316,,3101.595762,1816198.0,0.142298888771237,43.574,17.89,,45.204,4.19622263130205,92.9,2.508905440689,85.302,0.739,0.685,7.04,4.262,,,,11432001.0
38.8185,0.275316,,3495.601873,1530643.0,0.13931754073399,43.446,17.519,,45.517,4.05760393265758,84.6,2.43394101580691,85.214,0.752,0.685,7.04,4.251,,,,11713663.0
36.2228,0.275316,,3209.166776,1501477.0,0.136236260923694,43.336,17.017,,46.052,3.89022598050747,76.8,2.41659614123308,85.125,0.752,0.685,7.63,4.437,,,,12000183.0
34.7142,0.34895,,3476.332983,1649945.0,0.117406536569788,43.217,16.382,,46.823,3.68829561918904,70.1,2.48267011486072,85.036,0.758,0.709,5.0,4.319,,,,12301837.0
32.9146,0.300717,,3655.889846,1771214.0,0.133589825798867,43.046,15.617,,47.844,3.44848516766281,65.0,2.60056190348956,84.946,0.759,0.737,6.04,4.319,,,,12625950.0
30.8673,0.494081,,3998.016416,2615747.0,0.130057011419935,42.77,14.733,,49.118,3.21000647902524,61.6,2.71694719456389,84.856,0.758,0.737,5.29,4.42,,,,12973693.0
27.5113,0.591474,,4432.93747,3281391.0,0.126505871679673,42.361,13.766,,50.595,2.99289284477701,59.6,2.79788717368355,84.765,0.759,0.737,3.54,4.509,,,,13341808.0
29.9759,0.664072,,5321.011778,4395468.0,0.122945773712683,41.807,12.76,,52.206,2.80468927361243,56.5,2.85276219547373,84.674,0.759,0.737,6.62,4.671,,,,13727899.0
30.429,0.344627,,6191.126455,7145730.0,0.0903633304922875,41.111,11.754,,53.888,2.63495188594226,54.5,2.87398541139772,84.571,0.762,0.736,5.23,4.713,,,,14128161.0
29.6148,0.373347,,6959.657612,6555623.0,0.087604666915486,40.292,10.789,,55.564,2.47766770748561,52.4,2.87065408031325,84.456,0.763,0.72,5.77,4.775,,,,14539609.0
28.7621,0.750873,,8405.772738,7112287.0,0.108943736007539,39.383,9.903,,57.161,2.34806542174723,48.8,2.86449596557394,84.328,0.757,0.723,6.78,4.672,,,,14962118.0
29.9355,0.497717,,6310.237537,6659568.0,0.105404981439423,38.436,9.113,,58.629,2.21402235748848,45.6,2.85868448753604,84.188,0.763,0.749,5.1,4.672,,,,15396010.0
29.9332,0.702179,,6127.678293,7356221.0,0.101887923284387,37.506,8.43,,59.931,2.07587374757632,42.2,2.8384987806274,84.034,0.779,0.828,7.16,4.708,,,,15839287.0
29.9463,0.67651,,7255.818612,8426715.0,0.0987318761669963,36.629,7.864,,61.042,1.95099417869357,39.2,2.80304251760847,83.868,0.779,0.824,8.58,4.668,,,,16289550.0
28.6974,0.939089,,8215.964597,7766273.0,0.0956933220415213,35.839,7.415,,61.953,1.84954465155015,36.7,2.75941225496406,83.687,0.833,0.825,9.73,4.695,,,,16745305.0
27.9325,0.709142,,7123.811133,7027964.0,0.203188061596802,35.163,7.074,,62.681,1.7490944972201,34.6,2.70968236962903,83.494,0.81,0.82,9.68,4.734,,,,17205253.0
28.176,0.838535,,8943.543794,8521751.0,0.198353376060414,34.593,6.811,,63.279,1.67614419892109,32.8,2.66644645704802,83.286,0.843,0.819,8.19,4.773,,,,17670193.0
27.2881,0.465324,,9877.060547,10503137.0,0.188501921373156,34.118,6.597,,63.798,1.67614419892109,31.4,2.64174528787889,83.063,0.841,0.828,8.67,4.773,,,,18143215.0
26.9456,0.78381,,11146.123699,12040236.0,0.188501921373156,33.73,6.418,,64.263,1.67614419892109,30.1,2.64093709821938,82.826,0.848,0.808,8.67,4.773,,,,18628749.0
21.0888,0.78381,,11762.387765,14304235.0,0.188501921373156,33.416,6.26,,64.694,1.67614419892109,29.0,2.65493985228086,82.573,0.848,0.807,8.67,4.773,,,,19129955.0
8.01097,0.302594,,93789.736842,4106430.0,1.21712887161775,21.98,4.528,,72.594,0.107650654817172,7.6,2.32461744821233,38.023,0.562,0.224,4.58,31.857,21.3906803131104,,,23194252.0
8.01097,0.326359,,92783.947368,4144714.0,1.23044952422618,20.983,4.511,,72.782,0.0986209019739414,7.6,2.19550840035684,37.078,0.562,0.266,4.79,33.067,24.3485202789307,,,23709115.0
8.98508,0.27502,,100845.526316,5164319.0,1.19350182478578,20.066,4.501,,72.976,0.0904173332608261,7.6,2.08397352430506,36.144,0.562,0.266,5.04,31.968,25.903600692749,,,24208391.0
9.30609,0.229012,,110202.368421,6175124.0,1.20026202658198,19.276,4.499,,73.17,0.0834263674307993,7.3,2.00562011002069,35.22,0.557,0.268,5.41,32.0,24.5424404144287,,,24698821.0
9.27101,0.224611,,124749.473684,7119887.0,1.2237176051357,18.639,4.505,,73.364,0.0776982345219964,7.1,1.97172651290607,34.306,0.572,0.345,5.63,30.1,21.0129203796387,,,25190647.0
8.26229,0.239355,,143534.418452,7312545.0,1.2358139995573,18.164,4.52,,73.555,0.0729932472953517,7.0,1.96529752810113,33.406,0.59,0.346,5.55,29.8,18.879244804382356,,,25690615.0
8.60999,0.259476,,162692.260155,10295412.0,1.19871823027681,17.839,4.541,,73.744,0.0698577946701004,7.0,1.97082380275264,32.517,0.599,0.339,6.55,30.2,16.745569229126,,,26201954.0
9.98678,0.21389,,193549.547955,12966663.0,1.17086922797514,17.619,4.565,,73.931,0.0681072738283158,6.9,1.95920954652989,31.64,0.59,0.339,6.28,28.6,16.1246604919434,,,26720367.0
9.96858,0.219286,,230811.591307,16583445.0,1.15168410164558,17.461,4.591,,74.118,0.0668672158568589,6.9,1.91136541649867,30.775,0.59,0.338,5.93,28.671,14.0386400222778,,,27236003.0
9.2191,0.264081,,202257.458161,17142159.0,1.11482310861414,17.345,4.619,,74.305,0.0662893751872705,6.9,1.81567858471813,29.925,0.593,0.337,5.87,27.027,18.4646301269531,,,27735038.0
10.0899,0.22433,,255017.645207,24296261.0,1.08904437660198,17.258,4.649,,74.493,0.0658467365620517,6.9,1.69100946649984,29.088,0.596,0.338,6.31,27.734,18.4062309265137,,,28208028.0
11.4534,0.191305,,297951.66765,33096873.0,1.04156223108243,17.19,4.683,,74.683,0.0657989360425752,6.8,1.55804019772355,28.391,0.596,0.331,6.52,28.871,20.9770202636719,,,28650962.0
9.79375,0.263692,,314443.06122,28637726.0,1.00159888468666,17.142,4.722,,74.877,0.0657022095838316,6.8,1.44573944701104,27.725,0.596,0.331,6.54,28.357,19.8511600494385,,,29068189.0
9.11336,0.283381,,323276.281683,24037124.0,0.95810121550486,17.106,4.767,,75.072,0.0658965284815288,6.8,1.36918357135887,27.07,0.579,0.323,6.82,27.933,19.454309463501,,,29468923.0
8.87321,0.260687,,338066.202944,24123063.0,0.935162509335001,17.071,4.818,,75.268,0.0653189308959586,6.8,1.34047496185505,26.423,0.579,0.323,7.82,27.501,19.8005599975586,,,29866606.0
8.28749,0.313019,,301354.783724,20134418.0,0.914003303684097,17.024,4.877,,75.461,0.0645163119790732,6.9,1.3448002213693,25.787,0.579,0.323,8.23,27.519,19.8107891082764,,,30270965.0
8.46252,0.282516,,301255.332113,20820456.0,0.899162372369925,16.957,4.942,,75.649,0.0636526586532655,7.0,1.35735924562312,25.16,0.57,0.323,8.32,27.468,20.9357204437256,,,30684652.0
8.59827,0.266769,,319109.103242,22629789.0,0.897393836329617,16.867,5.014,,75.828,0.0627351211874491,7.1,1.3594891710441,24.553,0.612,0.327,8.76,27.292,21.6776504516602,,,31104655.0
7.51203,0.27458,,358712.377998,19643375.0,0.876112195443109,16.752,5.09,,75.997,0.0627351211874491,7.2,1.35196001397349,23.964,0.703,0.631,8.44,27.292,19.738639831543,,,31528033.0
7.25581,0.280674,,364684.031843,17789215.0,0.876112195443109,16.608,5.17,,76.156,0.0627351211874491,7.3,1.32884901520668,23.393,0.712,0.666,8.48,27.292,17.9357490539551,,,31949789.0
8.20609,0.280674,,336664.428284,19565066.0,0.876112195443109,16.435,5.254,,76.306,0.0627351211874491,7.4,1.29428505685727,22.84,0.714,0.526,8.48,27.292,17.9357490539551,,,32365998.0
6.19195,0.962383,,886.230585,99.0,,21.385,4.635,,70.173,0.375083650460667,31.7,2.12480729442437,72.294,0.348,0.109,8.84,19.994,,,,279396.0
6.19195,0.740027,,887.119092,99.0,,20.439,4.423,,70.964,0.311486001600547,28.5,2.44415168389787,71.141,0.348,0.114,9.08,20.746,,,,286309.0
6.01207,1.003658,,913.325489,99.0,,19.823,4.246,,71.708,0.277194979731008,25.5,2.71371739764331,69.958,0.325,0.125,8.63,22.349,,,,294185.0
5.31118,1.36267,,1052.121056,121.0,,19.492,4.102,,72.399,0.246967297540171,22.8,2.84706244965545,68.748,0.325,0.182,8.21,23.947,,,,302681.0
5.58431,1.188054,,1226.829565,935.0,,19.398,3.985,,73.034,0.22129333508093,21.4,2.79651937486891,67.51,0.326,0.239,9.66,24.508,,,,311265.0
7.72848,0.873818,,1163.362434,335.0,,19.471,3.889,,73.612,0.18625150048333,18.3,2.64380900695878,66.25,0.374,0.394,7.7,27.389,,,,319604.0
6.59535,1.219895,,1575.200391,1106.0,,19.629,3.809,,74.138,0.175387218212067,16.5,2.43717372666094,65.206,0.37,0.427,8.51,25.366,,,,327489.0
6.16523,1.585932,,1868.38346,438.0,,19.787,3.738,,74.621,0.175071752895644,15.1,2.31893661743828,64.8,0.37,0.456,11.29,22.45,,,,335172.0
6.87562,1.017251,,2271.646188,991.0,,19.865,3.671,,75.073,0.180755315882611,13.8,2.43918844796484,64.39,0.49,0.711,18.06,20.931,,,,343448.0
5.41937,1.188076,,2345.294879,1094.0,,19.812,3.603,,75.499,0.178416078507185,12.8,2.85393752892743,63.979,0.601,0.839,15.76,18.01,,,,353391.0
5.63407,1.087338,,2588.176058,8294.0,,19.585,3.529,,75.905,0.168286704228119,11.9,3.43202635768944,63.566,0.589,0.825,13.6,16.117,,,,365730.0
5.38577,0.926985,,2774.350161,4699.0,,19.168,3.445,,76.293,0.155566169819855,11.1,3.9572424041097,63.151,0.594,0.818,12.28,18.649,,,,380493.0
5.19063,0.759486,,2886.163937,3823.0,,18.603,3.353,,76.664,0.149687020907251,10.4,4.30501951635701,62.733,0.502,0.734,14.36,20.725,,,,397231.0
5.41334,0.707838,,3295.00923,2647.0,,17.939,3.256,,77.018,0.142465104463449,9.7,4.51860343118191,62.315,0.433,0.576,15.74,21.397,,,,415592.0
5.30739,0.514589,,3697.304619,4249.0,,17.2,3.157,,77.36,0.13558614224729,9.1,4.56833997812784,61.894,0.428,0.574,14.62,23.007,,,,435018.0
5.56475,0.487944,,4109.416452,7402.0,,16.421,3.058,,77.691,0.127953159162877,8.4,4.47209805541824,61.471,0.379,0.51,18.5,23.115,,,,454914.0
5.67558,0.497148,,4379.134275,4824.0,,15.641,2.965,,78.013,0.125220073306477,7.7,4.42690070801571,61.046,0.357,0.429,20.46,22.906,,,,475505.0
5.35146,0.449976,,4754.185598,4155.0,,14.891,2.883,,78.325,0.119214767981501,7.1,4.30006271362034,60.62,0.348,0.426,21.51,22.752,,,,496398.0
5.23585,0.392665,,5300.958485,4028.0,,14.199,2.814,,78.627,0.119214767981501,6.5,3.81549331609073,60.192,0.38,0.454,17.83,22.752,,,,515703.0
5.2331,0.340249,,5607.747339,10896.0,,13.584,2.764,,78.921,0.119214767981501,6.0,2.91480812041913,59.762,0.692,0.796,19.15,22.752,,,,530957.0
7.84428,0.340249,,3742.777384,7635.0,,13.055,2.734,,79.208,0.119214767981501,5.5,1.78913012096883,59.331,0.702,0.808,19.15,22.752,,,,540542.0
32.3307,1.635029,,2954.129672,1158805.0,0.372848943684601,48.784,18.292,,48.069,5.808200460707,101.5,2.81185404193828,71.644,0.731,0.864,6.67,15.208,15.3238096237183,,,10946448.0
32.3307,1.054969,,3465.30596,1445663.0,0.362386995456573,48.785,17.725,,48.758,5.55642284116903,98.8,2.92715338848073,70.925,0.731,0.864,5.75,14.911,14.4934997558594,,,11271603.0
32.1781,0.740692,,3889.758004,1727486.0,0.351280939010927,48.767,17.096,,49.54,5.34224228180507,96.1,3.0173519642751,70.194,0.731,0.895,5.57,15.703,14.5252103805542,,,11616890.0
29.2691,0.878498,,4703.504354,2189789.0,0.273238791218464,48.714,16.437,,50.373,5.17206651742901,93.3,3.10032016859909,69.453,0.722,0.895,6.79,15.227,18.2837600708008,,,11982692.0
29.4064,0.279345,,5444.474173,2144226.0,0.238345759092241,48.613,15.767,,51.224,5.00511565037924,90.7,3.17363731701023,68.7,0.722,0.895,7.3,16.506,17.736349105835,,,12369078.0
31.3779,0.42154,,6245.031183,2799865.0,0.251479696053257,48.444,15.112,,52.057,4.83771109464466,88.1,3.23303302794767,67.94,0.722,0.895,6.46,14.837,16.2803001403809,,,12775509.0
28.9255,0.78506,,6899.799659,2794934.0,0.243719847285144,48.191,14.492,,52.839,4.71965355178575,85.7,3.29427272038221,67.168,0.722,0.895,5.55,14.719,16.864096959432,,,13203378.0
30.2876,1.390021,,8145.694928,3068943.0,0.235896347145064,47.853,13.916,,53.553,4.62067297422545,83.3,3.33734034128005,66.388,0.722,0.895,4.64,14.465,17.4478937784831,,,13651455.0
32.0656,1.241639,,9750.823479,4145245.0,0.228266681681542,47.434,13.387,,54.193,4.56820547242827,81.1,3.32912033840782,65.597,0.722,0.889,3.79,13.825,18.0316905975342,,,14113578.0
31.2627,0.744221,,10181.02197,4756018.0,0.223743679241061,46.939,12.91,,54.756,4.5219595448044,78.8,3.2611282849943,64.8,0.722,0.895,2.93,13.942,16.9594097137451,,,14581427.0
32.3251,0.472323,,10678.749002,4698155.0,0.216728245434124,46.379,12.481,,55.251,4.45945870317883,76.7,3.15863381986127,64.001,0.737,0.894,3.3,13.799,16.5039100646973,,,15049352.0
34.0572,0.343362,,12978.107173,6064965.0,0.210740552709161,45.769,12.09,,55.701,4.4368308140263,74.6,3.04461310886847,63.201,0.734,0.894,2.94,14.101,18.2583408355713,,,15514593.0
37.5339,0.291077,,12442.747022,6027269.0,0.131469256588548,45.129,11.72,,56.135,4.39418423404538,72.6,2.95250852174454,62.401,0.721,0.891,2.66,14.21,22.4033794403076,,,15979492.0
36.1935,0.180795,,13245.776666,5714212.0,0.193307846185274,44.482,11.358,,56.578,4.3344263780053,70.6,2.90104516964025,61.602,0.682,0.85,4.13,14.45,16.6234493255615,,,16449854.0
36.7854,0.14911,,14388.385464,5350292.0,0.219741373956826,43.843,11.001,,57.036,4.14375155140356,68.7,2.90194115938757,60.804,0.688,0.842,4.45,14.755,18.2242603302002,,,16934213.0
37.2318,0.115061,,13094.849232,4882838.0,0.244950910597259,43.226,10.649,,57.509,3.94767669010262,66.8,2.93599897717652,60.009,0.688,0.833,4.39,14.878,18.1554908752441,,,17438772.0
36.8293,0.101815,,14026.048334,5594427.0,0.270200689284994,42.638,10.307,,57.987,3.70766129198479,65.1,2.97543544750901,59.217,0.688,0.833,5.43,14.645,13.9038801193237,,,17965448.0
36.8905,0.098021,,15365.713059,6098256.0,0.267462079077838,42.078,9.984,,58.452,3.48711798346556,63.4,2.99919867073212,58.428,0.609,0.809,5.14,14.683,16.534330368042,,,18512429.0
37.0958,0.110538,,17070.867578,7225766.0,0.302191971047131,41.543,9.686,,58.893,3.48711798346556,61.8,3.00806522834665,57.644,0.592,0.799,5.67,14.683,16.534330368042,,,19077755.0
36.9626,0.08636,,17281.795532,6517807.0,0.302191971047131,41.035,9.412,,59.306,3.48711798346556,60.3,2.99625535273008,56.864,0.623,0.809,5.67,14.683,16.534330368042,,,19658023.0
36.0971,0.08636,,17331.942493,6887633.0,0.302191971047131,40.557,9.163,,59.692,3.48711798346556,58.8,2.97104277387719,56.091,0.639,0.783,5.67,14.683,16.534330368042,,,20250834.0
2.28481,,9.935,4069.409389,104014.0,1.34610207299719,10.1,7.5,1.0161336622,78.3487804878049,0.0148535783841107,6.6,0.645267230900854,7.35899999999999,0.945,0.887,11.78,32.972,,66.01,27.77,393649.0
2.28481,,9.935,4088.275564,112426.0,1.31833362629636,10.1,7.4,1.5139128592,78.8439024390244,0.01491662476218,6.6,0.75110649818537,7.35899999999999,0.945,0.887,11.58,31.014,,67.16,27.17,396324.0
2.21618,,9.935,4470.609215,115867.0,1.31048512911399,9.9,7.6,1.5048154093,78.7390243902439,0.0137201267611841,6.5,0.745506921127166,7.095,0.945,0.887,13.11,31.909,,66.27,28.39,398720.0
2.09704,,9.935,5448.282451,125810.0,1.30230942872026,10.2,7.9,0.0,78.5463414634146,0.0137005087045973,6.3,0.657732334391546,6.84,0.945,0.887,12.28,29.907,,66.1,27.74,400858.0
2.02781,,9.935,6097.657864,120841.0,1.26191723084883,9.7,7.5,1.7377488705,79.2536585365854,0.0130386592814836,6.2,0.67162845452858,6.593,0.945,0.887,13.37,29.664,,65.57,26.22,402820.0
1.93818,,10.045,6405.530089,117345.0,1.24315487845053,9.6,7.8,0.9884866023,79.3,0.0117466128732072,6.1,0.637436918202842,6.355,0.945,0.887,14.13,29.849,,64.01,27.75,404659.0
1.94017,,10.022,6804.193323,124474.0,1.22471724340643,9.3,7.9,0.0,79.4390243902439,0.0114639507068691,6.0,0.364336947162944,6.21599999999999,0.945,0.887,14.3,28.527,,63.98,27.91,406330.0
1.72993,,10.486,7975.537948,145871.0,1.19488588839766,9.3,7.6,0.98074310905,79.7926829268293,0.0107954281083175,6.0,0.348755082369901,6.143,0.945,0.887,13.34,26.489,,63.76,29.79,407854.0
1.22373,,10.98,9090.713187,172608.0,1.17835595776772,9.8,7.9,1.4652265118,79.6365853658537,0.0106913233558371,5.9,0.650655460565174,6.071,0.945,0.877,12.09,25.482,,63.13,31.19,409493.0
1.48246,,11.296,8695.780707,153801.0,1.23099959953337,9.8,7.8,0.97191411195,80.2414634146342,0.0102330656258928,5.9,0.753906931031973,5.999,0.945,0.889,12.51,24.905,,62.3,31.4,411559.0
1.4562,,11.378,9027.012209,144126.0,1.2075004683535,9.4,7.3,0.96558416635,81.3975609756098,0.0108940250158636,5.8,0.49118281065151,5.928,0.945,0.889,12.91,25.174,,62.51,32.29,414257.0
1.36856,,11.858,9626.120009,152447.0,1.17562246991626,10.0,7.8,0.71818442976,80.7463414634146,0.0106025122562543,5.8,0.423700885195294,5.85899999999999,0.945,0.889,13.35,24.58,,63.06,33.49,417720.0
1.32901,,11.615,9462.367398,144323.0,1.14064775940365,9.8,8.1,2.8448895116,80.7463414634146,0.0102413423306905,5.8,0.899209211902256,5.789,0.945,0.882,13.2,22.099,,62.47,35.25,421809.0
1.19842,,12.421,10547.969395,157267.0,1.0924477497115,9.5,7.6,1.6426372306,81.7463414634146,0.0104157292489221,5.8,1.4040502758129,5.721,0.933,0.843,14.18,21.68,,62.32,37.33,426144.0
1.13888,,12.657,11610.37964,150200.0,1.05168046688688,9.6,7.5,1.39473256,82.0463414634146,0.0081718735499373,5.8,1.9967544083193,5.65300000000001,0.933,0.815,14.01,21.383,,62.81,39.01,430190.0
1.08013,,12.693,11087.007866,139446.0,1.02288280068192,9.7,7.7,0.92259646323,81.8975609756097,0.00979139781044,5.7,2.38639536345808,5.586,0.921,0.815,14.14,22.356,,63.25,39.87,433559.0
1.21704,,13.372,11688.152012,137784.0,0.988275250896639,9.8,7.3,1.1465286552,82.4536585365854,0.0095468000400262,5.7,2.28861544064371,5.52,0.913,0.809,15.68,21.359,,64.2,40.86,436099.0
0.785228,,6.97,13510.309062,153804.0,0.894690459468286,9.2,7.6,2.0550995011,82.3463414634146,0.0097703003795666,5.7,2.73866285589301,5.45399999999999,0.891,0.805,16.1,20.873,,64.2,40.86,437935.0
0.86918,,7.058,15328.317155,104059.0,0.739276269654188,9.2,7.6,1.5936073579,82.4487804878049,0.0097703003795666,5.7,3.49195540302534,5.38800000000001,0.89,0.805,15.38,20.873,,64.2,40.86,439255.0
0.794559,,7.467,15725.930124,104900.0,0.739276269654188,8.6,7.3,1.5936073579,82.8585365853659,0.0097703003795666,5.7,3.93135631850717,5.322,0.89,0.825,14.07,20.873,,64.2,40.86,440377.0
0.64742,,7.407,14911.255983,107326.0,0.739276269654188,8.6,7.9,1.5936073579,82.6536585365854,0.0097703003795666,5.6,2.21120767752363,5.256,0.913,0.825,14.07,20.873,,64.2,40.86,441539.0
9.64159,,,114.620445,,,,,,,,33.9,0.664217837579631,31.42,,,17.09,,,,,52368.0
9.64159,,,122.089211,,,,,,,,33.9,1.28617247968895,30.899,,,13.46,,,,,52368.0
8.9563,,,131.822952,,,,,,,,33.8,1.84435604120029,30.382,,,11.45,,,,,52368.0
9.57171,,,130.905792,,,,,,,,33.6,2.07315164497952,29.87,,,11.41,,,,,53465.0
9.35734,,,132.44017,,,,,,,,33.4,1.87330034980909,29.363,,,12.14,,,,,54476.0
8.34759,,,136.559494,,,,,,,,33.2,1.42347914983646,28.862,,,6.55,,,,,55257.0
8.37197,,,141.515793,,,,,,,,32.9,0.915140324142467,28.365,,,6.82,,,,,55765.0
8.57643,,,148.42984,,,,,,,,32.6,0.502634967226646,27.874,,,10.59,,,,,56046.0
9.69923,,,151.924637,,,,,,,,32.3,0.21388094988959,27.387,,,8.98,,,,,56166.0
12.0359,,,150.412537,,,,,,,,32.0,0.158333440537263,26.907,,,8.69,,,,,56255.0
14.7466,,,160.47023,,,,,,,,31.7,0.188250393023619,26.432,,,7.67,,,,,56361.0
14.988,,,172.072739,,,,,,,,31.4,0.288789676722812,25.962,,,10.53,,,,,56524.0
20.9742,,,180.545334,,,,,,,,30.9,0.332050183221665,25.502,,,11.4,,,,,56712.0
20.1654,,,184.80838,,,,,,,,30.4,0.388930931556708,25.054,,,11.92,,,,,56933.0
15.5063,,,182.486633,,,,,,,,29.7,0.438151354676189,24.616,,,11.64,,,,,57183.0
14.2621,,,184.247498,,,,,,,,29.1,0.455390878332687,24.189,,,11.57,,,,,57444.0
15.6253,,,201.69809,,,,,,,,28.4,0.484514740861651,23.772,,,12.15,,,,,57723.0
16.5584,,,213.06163,,,,,,,,27.7,0.57006787881311,23.366,,,9.67,,,,,58053.0
15.2251,,,221.79425,,,,,,,,26.9,0.616496178310496,22.969,,,12.26,,,,,58412.0
15.8039,,,239.64151,,,,,,,,26.3,0.646743378680184,22.583,,,10.51,,,,,58791.0
15.8735,,,244.462448,,,,,,,,25.5,0.683140343718677,22.206,,,10.51,,,,,59194.0
24.8691,,,1779.520861,,2.76251573099236,38.14,9.286,,60.706,4.51781433763486,69.1,2.64405351470381,61.909,0.568,0.619,2.51,7.983,,,,2630217.0
24.8691,,,1746.063579,,2.69236700883253,37.984,9.244,,60.788,4.48928553257232,68.9,2.70757649852556,61.384,0.568,0.648,2.42,8.057,,,,2702405.0
24.2299,,,1777.057504,,2.64594901371292,37.824,9.189,,60.892,4.45397279201263,68.6,2.76240436522738,60.52,0.576,0.657,3.58,7.956,,,,2778097.0
24.1786,,,2051.147606,,2.5860615032888,37.66,9.121,,61.018,4.41125225113034,68.3,2.80584635663688,59.649,0.568,0.657,2.61,7.883,,,,2857150.0
22.918,,,2437.301154,,2.44098908877877,37.492,9.039,,61.17,4.34057875788324,67.8,2.83284613778509,58.771,0.582,0.697,2.96,8.713,,,,2939246.0
20.0701,,,2936.811964,,2.50361235496931,37.325,8.943,,61.349,4.28196603874175,67.0,2.8492846490887,57.889,0.582,0.745,3.84,9.007,,,,3024198.0
16.6071,,,3919.577286,,2.44794331962097,37.161,8.835,,61.552,4.23160608561259,66.1,2.85901105328559,57.002,0.67,0.871,3.56,9.037,,,,3111908.0
18.4326,,,4346.212411,,2.39001111924221,37.003,8.717,,61.776,4.20025705604651,65.0,2.8699458957185,56.11,0.67,0.88,3.89,9.115,,,,3202512.0
18.5593,,,5206.437123,,2.33301967179968,36.845,8.593,,62.015,4.17478857275667,63.8,2.88460129476346,55.212,0.703,0.871,4.48,8.833,,,,3296237.0
19.1781,,,4714.59549,,2.26172504489313,36.683,8.464,,62.266,4.16692991921888,62.5,2.90532113394912,54.314,0.703,0.867,4.48,9.152,,,,3393408.0
16.733,,,5628.878865,,2.20612408205894,36.502,8.33,,62.527,4.15007489816432,61.2,2.926972491675,53.412,0.7,0.865,4.22,9.201,,,,3494200.0
14.5159,,,6764.627665,,2.15117664719774,36.288,8.191,,62.799,4.11393743311678,60.0,2.94532125452222,52.507,0.7,0.865,4.4,9.036,,,,3598646.0
16.086,,,6728.208835,,2.09845107136747,36.032,8.047,,63.079,4.031879336284,58.8,2.95452101978226,51.6,0.7,0.865,4.17,9.737,,,,3706555.0
16.2826,,,7223.071177,,2.0339280662563,35.729,7.9,,63.366,3.95924333178032,57.5,2.94920984544727,50.694,0.463,0.801,5.39,9.614,,,,3817497.0
18.8143,,,6581.015977,,1.97135344523561,35.381,7.751,,63.654,3.87274209142536,56.2,2.92719086716152,49.797,0.388,0.786,5.24,9.647,,,,3930894.0
20.6296,,,6166.86396,,1.91072821197078,34.991,7.606,,63.936,3.77581782096629,55.0,2.89369909323781,48.911,0.397,0.775,5.53,9.558,,,,4046304.0
21.7392,,,6398.747532,,1.85510599016838,34.569,7.468,,64.208,3.6899262411686,53.8,2.85598806457222,48.038,0.397,0.775,5.76,9.488,,,,4163532.0
20.8564,,,6800.135962,,1.81364534942469,34.132,7.339,,64.464,3.59394500922156,52.6,2.81923462214867,47.176,0.363,0.653,6.07,9.5,,,,4282582.0
20.0364,,,7352.533586,,1.74222724325336,33.694,7.222,,64.704,3.59394500922156,51.5,2.78008863129266,46.328,0.408,0.686,6.98,9.5,,,,4403312.0
18.7164,,,7889.655285,,1.74222724325336,33.262,7.118,,64.925,3.59394500922156,50.2,2.74148343597351,45.493,0.508,0.728,6.98,9.5,,,,4525698.0
18.137,,,7915.985515,,1.74222724325336,32.843,7.026,,65.129,3.59394500922156,49.0,2.70222792468346,44.673,0.484,0.686,6.98,9.5,,,,4649660.0
5.88763,,,4869.255454,343119.0,0.346341003503816,17.0,6.7,2.1938206822,71.6634146341463,0.121224583666908,15.3,0.982676166064297,57.33,0.924,0.89,6.88,35.894,17.5419006347656,,,1185147.0
5.88763,,,4817.388282,386891.0,0.304322521007764,16.5,6.7,2.5378230538,71.7658536585366,0.109329463225609,15.3,0.790047581068153,57.441,0.924,0.89,7.02,35.161,13.239239692688,,,1193911.0
