AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
2.98807,,613.218,58330.297703,1596226.0,1.03700709673552,9.3,12.0,0.84596046827,77.4780487804878,0.0117689760800587,4.3,-0.407343184777633,44.077,0.93,0.906,11.44,27.233,,,,4255518.0
3.0109,,593.272,50163.190862,1399157.0,0.982820509424216,8.9,12.9,0.87411059247,77.2756097560976,0.0116575156963845,4.2,-0.824099163913538,43.845,0.93,0.906,11.55,27.066,,,,4232874.0
3.11039,,559.97,52295.153429,1536325.0,1.0145093985682,9.0,12.3,1.0454755738,78.0219512195122,0.0097778215124531,4.1,-0.69838345731273,43.597,0.914,0.822,11.91,26.965,,,,4208611.0
2.93579,,570.475,56214.432403,1503890.0,0.988287692743552,8.9,13.0,1.0997294426,77.8268292682927,0.01100773108763,4.1,-1.20061016480925,43.333,0.908,0.787,12.36,26.809,,,,4182846.0
2.85561,,568.635,62247.878363,1605299.0,1.01402078742614,9.0,12.9,0.57742179724,78.0707317073171,0.01100773108763,4.0,-0.893486927711056,43.053,0.912,0.786,12.25,26.809,,,,4156407.0
2.77985,,607.352,62246.204386,1494196.0,1.01402078742614,8.9,12.7,0.57742179724,78.4243902439025,0.01100773108763,3.9,-0.554146739042888,42.758,0.912,0.794,12.07,26.809,,,,4130299.0
3.27417,,629.357,57203.783669,1647952.0,1.01402078742614,8.9,12.7,0.57742179724,77.7243902439024,0.01100773108763,3.9,-0.433210220837755,42.447,0.912,0.81,12.07,26.809,,,,4105268.0
6.37959,,,30565.8,,1.87474277752572,12.409,7.165,5.2757296752,76.699,0.0757962525970098,7.0,0.375938667511143,24.677,0.213,0.047,10.8,21.987,,,,11126423.0
6.37959,,,31682.3,,1.59773839579131,12.409,7.182,5.4188764636,76.905,0.0704474463966986,6.8,0.343213562958645,24.445,0.243,0.047,11.39,20.357,,,,11164676.0
5.94573,,,33590.5,,1.58258691621916,12.409,7.204,5.9019627732,77.105,0.0651655002991248,6.5,0.312891223659083,24.215,0.243,0.047,11.19,20.167,,,,11199664.0
5.74523,,,35901.1,,1.5645473990964,12.085,7.228,5.7172448401,77.303,0.0627512274876831,6.3,0.263241480179484,24.053,0.242,0.047,10.89,20.015,,,,11229185.0
5.47438,,,38203.4,,1.60159424826932,11.784,7.256,5.8664742463,77.499,0.0600836249797689,6.1,0.188473545968629,23.959,0.242,0.047,10.32,19.14,,,,11250369.0
4.36368,,,42643.6,,1.59122548020987,11.527,7.291,6.0737448526,77.688,0.0602721753752241,5.9,0.0996537255719274,23.866,0.243,0.047,11.67,19.065,,,,11261586.0
3.40502,,,52742.7,,1.5668474863643,11.335,7.34,5.1148892027,77.864,0.0543718632168335,5.7,-0.0030635585846069,23.773,0.243,0.05,11.21,18.068,,,,11261241.0
3.90811,,,58603.8,,1.53531755619464,11.21,7.406,5.0483876401,78.019,0.0552564508474012,5.5,-0.089941717189152,23.68,0.243,0.05,14.48,18.097,,,,11251117.0
3.81704,,,60806.3,,1.52067152854701,11.149,7.491,4.5830839706,78.15,0.0572431434906077,5.4,-0.125773248030628,23.587,0.239,0.05,13.18,18.083,,,,11236975.0
3.92961,,,62080.0,,1.47894366204081,11.14,7.597,5.032640459,78.256,0.0582105043505374,5.2,-0.0913830500860538,23.495,0.248,0.05,14.93,17.571,,,,11226711.0
3.61429,,,64328.0,,1.4868310097414,11.16,7.721,4.4985525796,78.338,0.0603606003287791,5.1,-0.0078209400275259,23.403,0.258,0.05,13.87,17.082,,,,11225833.0
3.60487,,,69511.335013,,1.48392885396469,11.179,7.862,4.7522971884,78.4,0.0571250636017861,5.0,0.0964985990967583,23.311,0.268,0.05,15.09,12.15,,,,11236671.0
3.8501,,,73141.0,,1.48163382411064,11.168,8.015,5.5165125833,78.446,0.0590976385219864,4.8,0.1817480467984,23.219,0.272,0.05,11.49,13.662,,,,11257112.0
3.92492,,,77148.0,,1.47953489693717,11.108,8.175,5.9737357705,78.485,0.0604199958631995,4.7,0.22724223275672,23.173,0.339,0.049,14.14,12.252,,,,11282722.0
3.93771,,,80656.0,,1.47802239429057,10.992,8.338,5.3064900407,78.521,0.059547435745634,4.6,0.214142579335342,23.139,0.345,0.049,18.02,12.037,,,,11306909.0
3.83552,,,87205.671393,,1.47646158452293,10.822,8.502,5.465891293,78.561,0.0585978022948544,4.5,0.157902541706838,23.104,0.343,0.047,18.25,12.098,,,,11324777.0
3.93893,,,91370.0,,1.47823277760918,10.611,8.665,5.0462686372,78.607,0.0566617910292737,4.4,0.0911831698686808,23.07,0.341,0.053,17.3,11.872,,,,11335108.0
3.80068,,,96851.0,,1.48863826227338,10.386,8.827,5.0462686372,78.662,0.0550676619572593,4.3,0.036578756776887,23.023,0.368,0.054,15.87,11.734,,,,11339255.0
3.78413,,,100050.0,,1.48918897788535,10.166,8.988,5.0462686372,78.726,0.0550676619572593,4.3,-0.0097806622626974,22.963,0.346,0.084,15.19,11.734,,,,11338146.0
3.84124,,,103428.0,,1.48918897788535,9.962,9.146,5.0462686372,78.802,0.0550676619572593,4.2,-0.0411262892496893,22.891,0.349,0.095,15.88,11.734,,,,11333484.0
3.76765,,,107352.0,,1.48918897788535,9.779,9.3,5.0462686372,78.892,0.0550676619572593,4.1,-0.0606175631202249,22.806,0.34,0.084,15.88,11.734,,,,11326616.0
3.86094,,100.868,9962.865042,492661.0,2.42588690874622,12.765,6.847,0.84809729372,78.009,0.0254833939295488,5.6,1.84444952643905,31.352,0.846,0.894,6.33,23.792,14.2683095932007,70.18,45.52,943288.0
3.86094,,104.428,10390.206387,492661.0,2.32104326596577,12.765,6.828,0.72895860973,78.139,0.0148453281656405,5.2,1.78470161276417,31.231,0.846,0.89,6.33,23.782,14.3215703964233,70.67,48.8,960274.0
3.78802,,112.655,11383.256502,529758.0,2.1242943556868,12.421,6.811,0.20471499578,78.264,0.0159349928383538,4.8,1.72352377749108,31.306,0.846,0.89,6.74,23.29,14.914210319519,70.31,50.26,976968.0
3.35298,,119.988,14529.168064,622774.0,2.04213676250556,12.153,6.798,1.409071603,78.385,0.0151053892331924,4.5,1.68425675014878,31.447,0.846,0.89,6.11,22.957,16.515230178833,70.66,51.39,993562.0
3.08308,,96.419,17306.404388,690693.0,2.16014531886691,11.957,6.791,1.5835156026,78.506,0.0147912756458795,4.1,1.68150023764138,31.59,0.911,0.922,5.79,23.482,15.8329801559448,70.9,50.6,1010410.0
2.73844,,92.92,18693.51031,689388.0,2.07480892457346,11.821,6.787,1.9461746478,78.63,0.0197970438627123,3.8,1.69252646937112,31.732,0.911,0.921,5.74,24.047,15.8393602371216,70.66,49.85,1027656.0
2.27626,,92.481,20405.444751,678221.0,2.02229985345381,11.733,6.783,1.4347092514,78.764,0.0144875502388353,3.6,1.72214379291535,31.875,0.911,0.921,6.05,22.678,16.1796207427979,70.57,51.43,1045508.0
2.0238,,98.854,24051.825587,760046.0,1.96602705253224,11.674,6.779,1.2221399106,78.91,0.0130842005886651,3.3,1.72580254662518,32.018,0.919,0.92,6.15,22.572,16.72047996521,71.12,53.25,1063708.0
2.09314,,103.636,27845.765614,870184.0,1.92798483438162,11.626,6.772,0.83212521081,79.071,0.0132060166900202,3.1,1.66509229053254,32.161,0.925,0.92,6.52,22.485,17.5907497406006,70.79,53.47,1081568.0
1.98872,,103.551,25943.838678,783598.0,1.88323257309132,11.577,6.763,1.7302786933,79.245,0.0123437335840964,3.0,1.51595561986658,32.305,0.929,0.923,6.53,21.822,17.2012500762939,67.7,53.6,1098089.0
2.06286,,105.619,25707.078696,759860.0,2.17686006289845,11.517,6.756,0.71902550473,79.43,0.0113574344863296,2.8,1.31435017990175,32.449,0.94,0.934,7.13,20.42,15.6494903564453,67.02,54.13,1112617.0
2.1512,,104.796,27528.818203,822331.0,2.17734333374319,11.441,6.753,0.80011592791,79.621,0.0118487150695359,2.7,1.09232382023245,32.594,0.94,0.936,7.25,20.921,15.4976501464844,65.02,53.08,1124837.0
2.00711,,91.392,24978.748334,726219.0,2.16435519190616,11.353,6.758,1.9382474367,79.812,0.010195387290073,2.6,0.903504247637881,32.739,0.94,0.932,7.13,20.2,15.42989015579225,61.85,50.65,1135046.0
2.04167,,89.654,23892.691524,712976.0,2.1474299053615,11.255,6.772,1.04907393,79.999,0.0092233410309834,2.5,0.774057448341904,32.863,0.96,0.943,7.37,17.563,15.3621301651001,58.64,48.42,1143866.0
1.84622,,88.742,23125.234452,693854.0,2.10869975092535,11.143,6.799,0.95461499943,80.178,0.0114149280765075,2.4,0.734358831588459,32.969,0.96,0.939,5.98,16.705,15.9277801513672,57.65,49.75,1152297.0
1.86235,,83.809,19834.550269,591384.0,2.10996998050553,11.011,6.838,1.292004131,80.35,0.0096183662686193,2.4,0.751316386354157,33.054,0.96,0.945,7.03,16.921,16.2109508514404,57.23,49.18,1160987.0
2.13903,,81.901,20938.677508,595873.0,2.61149855248366,10.852,6.89,1.1109316529,80.513,0.0093551252104108,2.4,0.789476881596144,33.119,0.96,0.947,7.46,16.623,16.692289352417,58.25,48.88,1170189.0
2.0205,,73.836,22870.734322,646936.0,2.61820371588562,10.668,6.952,0.59337874094,80.672,0.0090529098494901,2.3,0.808217946249284,33.164,0.959,0.93,7.51,16.716,15.872389793396,58.25,48.88,1179685.0
2.02481,,72.06,25523.497439,644016.0,2.55700932189711,10.462,7.022,1.2612864112,80.828,0.0090529098494901,2.3,0.80854929846874,33.19,0.958,0.928,6.71,16.716,15.872389793396,58.25,48.88,1189262.0
2.03751,,76.093,25758.996523,642915.0,2.55700932189711,10.24,7.099,1.2612864112,80.982,0.0090529098494901,2.3,0.779957016025289,33.195,0.946,0.939,9.89,16.716,15.872389793396,58.25,48.88,1198574.0
1.88071,,80.207,24612.498634,652514.0,2.55700932189711,10.008,7.182,1.2612864112,81.135,0.0090529098494901,2.3,0.7304469214141,33.179,0.938,0.939,9.89,16.716,15.872389793396,58.25,48.88,1207361.0
3.20353,0.613512,1342.672,67808.695574,3244764.0,1.15352816917738,,,,,,,,,0.963,0.977,11.84,40.575,8.67646026611328,64.27,46.23,10271019.0
2.65959,0.805878,1342.672,82196.20609,3219103.0,1.07128485230488,,,,,,,,,0.963,0.977,12.18,40.178,8.86480045318604,64.89,46.44,10252264.0
2.44002,0.879273,1331.447,100090.467581,3333049.0,1.22073764144517,,,,,,,,,0.963,0.977,11.62,39.936,8.38265991210938,64.3,45.98,10239131.0
2.4154,0.937136,1330.526,119814.667458,4517565.0,0.526827623562541,,,,,,,,,0.963,0.979,13.14,39.346,9.43307018280029,63.3,45.62,10239444.0
2.28464,0.895723,1358.965,137143.37592,4119935.0,0.540475328748944,,,,,,,,,0.965,0.979,12.75,39.485,9.20296955108643,64.27,45.7,10258165.0
2.16496,0.876826,1974.377,156264.210926,4189790.0,0.501324363997738,,,,,,,,,0.969,0.979,12.71,39.982,10.1969404220581,64.57,46.08,10298609.0
2.08891,0.818675,1993.61,190184.11327,5412465.0,0.52062594664741,,,,,,,,,0.969,0.979,12.4,40.248,9.57695007324219,65.45,46.42,10357535.0
1.91993,0.920583,2009.299,236816.94816,4968562.5,0.518686447702863,,,,,,,,,0.969,0.979,12.55,40.554,9.21463966369629,65.84,46.55,10425267.0
1.75679,0.934506,1984.314,207434.296805,4524660.0,0.505594090677379,,,,,,,,,0.969,0.979,13.54,38.661,9.43733024597168,64.3,45.7,10488155.0
1.54059,0.995841,1981.093,209069.940963,4435037.0,0.544147990853597,,,,,,,,,0.969,0.976,13.1,38.0,9.34049034118652,63.7,45.15,10536514.0
1.98251,0.826121,1953.145,229562.733399,6247833.0,0.511171143729669,,,,,,,,,0.969,0.976,13.43,38.262,9.92718029022217,63.6,45.57,10566512.0
2.25118,0.82501,1784.841,208857.719321,5229584.0,0.507591866537685,,,,,,,,,0.969,0.976,13.05,38.176,9.55685043334961,63.61,45.94,10581302.0
2.36477,0.783002,1805.995,211685.616593,6029232.0,0.452740810206919,,,,,,,,,0.97,0.937,15.1,37.516,9.60243988037109,64.05,46.7,10586529.0
2.41345,0.756594,1849.397,209358.834156,6212191.0,0.465772571141595,,,,,,,,,0.969,0.919,14.72,38.045,9.41372966766357,64.72,47.1,10591104.0
2.21121,0.805098,1861.414,188033.05046,4503618.0,0.469343090173642,,,,,,,,,0.968,0.919,14.11,37.696,13.8825197219849,65.14,48.14,10601390.0
2.08705,0.870984,1869.356,196272.068576,4473534.0,0.430562515078967,,,,,,,,,0.956,0.919,14.64,37.301,14.15149974823,66.07,49.44,10618868.0
2.0576,0.908542,1847.996,218628.940952,4737764.0,0.42436183821002,,,,,,,,,0.955,0.919,14.98,36.973,9.89634037017822,65.708,48.776,10641032.0
1.93636,0.93193,1888.64,248950.103352,4884555.0,0.407944847397084,,,,,,,,,0.96,0.911,15.33,37.7305,9.650327682495115,65.346,48.112,10665679.0
1.9342,0.928749,1869.997,252498.032247,4813251.0,0.681379415761606,,,,,,,,,0.96,0.903,15.44,38.488,9.404314994812012,64.984,47.448,10689213.0
1.91535,0.7974845,1843.689,245349.489988,4858534.0,0.954813984126128,,,,,,,,,0.9615,0.883,13.91,39.2455,9.158302307128906,64.622,46.784,10708982.0
1.91535,0.66622,1843.689,61823.494487,2868263.0,1.22824855249065,,,,,,,,,0.963,0.977,12.38,40.003,8.9122896194458,64.26,46.12,10289374.0
2.33951,,1095.198,164157.842127,5684252.0,0.761374427528505,12.6,10.9,1.0858999265,76.5926829268293,0.0138342807841254,4.7,0.334233618829261,14.9,0.993,0.988,12.78,25.455,15.3441495895386,68.2,57.22,5341192.0
2.33951,,1081.103,164791.096044,6012600.0,0.749642781202742,12.2,10.9,0.97050069811,76.7926829268293,0.0138034921720987,4.7,0.358315678955486,14.85,0.993,0.988,13.34,25.468,15.5485401153564,68.29,56.81,5358059.0
1.78115,,1071.067,178634.843166,5611260.0,0.785280454092747,11.9,10.9,0.89338925454,76.8951219512195,0.0148062795792586,4.6,0.319487125340996,14.75,0.993,0.988,13.71,23.582,15.4338798522949,68.24,57.64,5372798.0
1.61079,,1063.228,218096.916362,6456633.0,0.794279792024107,12.0,10.7,1.2066156695,77.1439024390244,0.0131092551036614,4.5,0.272010444031566,14.64,0.993,0.988,13.93,22.928,15.1417503356934,67.81,56.29,5386968.0
1.62251,,1098.384,251374.821136,7484977.0,0.72451242901072,12.0,10.3,0.7958903922,77.4926829268293,0.0127050204830831,4.3,0.258432282052875,14.434,0.993,0.988,14.2,23.733,15.4868602752686,68.1,57.1,5402754.0
1.14566,,1017.311,264466.895451,7176020.0,0.723939970897613,11.9,10.1,0.97755298568,77.8439024390244,0.0115892203868727,4.2,0.275481733409308,14.144,0.993,0.988,14.86,23.892,15.7793397903442,67.94,57.2,5421701.0
1.16522,,1045.851,282885.978374,7433170.0,1.02340248577641,12.0,10.2,0.53266787809,78.0951219512195,0.0110114604083744,4.0,0.328645158919929,13.902,0.993,0.988,15.43,23.377,15.5126399993896,68.74,58.17,5444293.0
1.1744,,952.405,319423.375611,8968403.0,1.0236004737223,11.7,10.2,0.71299031796,78.1951219512195,0.0112426062782495,3.8,0.443466054321374,13.707,0.993,0.988,15.74,23.54,15.3566999435425,68.5,58.12,5469920.0
0.857799,,985.118,353358.901702,10543907.0,1.02654895115783,11.8,9.9,0.98222339361,78.4463414634146,0.0106660621639485,3.7,0.587547590258978,13.513,0.993,0.988,15.85,22.721,14.8302602767944,68.96,58.67,5497731.0
0.833614,,964.956,321243.301145,8057077.0,0.64276189360327,11.4,9.9,0.85046492384,78.5975609756098,0.0099878764996507,3.6,0.535079062079429,13.346,0.993,0.988,15.95,20.371,14.9441699981689,65.55,57.41,5526389.0
1.20193,,904.607,321995.279402,8302628.0,0.644467124496186,11.4,9.8,0.75609616031,79.1,0.0092335265973411,3.5,0.444197154509531,13.205,0.993,0.988,15.29,19.606,15.1033401489258,63.3,55.94,5554849.0
1.31212,,1020.7645,344003.137611,10243489.0,0.569855246374924,10.6,9.4,0.82393273843,79.8,0.0086210614405221,3.4,0.411737855195019,13.043,0.993,0.988,15.04,19.94,15.0362596511841,63.14,55.17,5582980.0
1.65472,,1136.922,327148.943812,10320648.0,0.598980270913205,10.4,9.4,0.83765393451,80.0512195121951,0.0077797129589183,3.5,0.376272242619955,12.858,0.993,0.989,14.84,19.6,12.4887104034424,62.33,54.6,5610909.0
1.30213,,1146.185,343584.391648,10764713.0,0.6034520262656,10.0,9.3,0.8513427804,80.3,0.0071108879815577,3.5,0.416901360752097,12.708,0.991,0.989,15.35,19.481,15.2174396514893,61.77,54.33,5638152.0
1.38247,,1146.53,352993.631618,10522401.0,0.600727928574846,10.1,9.1,1.306451274,80.7,0.0071671320429791,3.5,0.507053283010163,12.59,0.991,0.989,15.51,19.293,13.8268203735352,62.2,54.09,5664199.0
0.957594,,1159.471,302673.070847,7880420.0,0.574661711190256,10.2,9.2,1.0898808954,80.7024390243902,0.0067136780841472,3.5,0.706423849687002,12.474,0.992,0.989,15.79,19.215,14.303753534952834,62.79,54.08,5688695.0
0.961139,,1074.488,313115.929314,7707139.0,0.548874925722904,10.8,9.2,0.9805044205,80.8536585365854,0.0067490656701633,3.5,0.674887376712179,12.358,0.992,0.986,16.26,19.19,14.780686696370466,63.86,55.49,5711346.0
1.30481,,1056.14,332121.063806,9024947.0,0.506709851858308,10.6,9.2,1.2386002979,81.1024390243903,0.0061790199224007,3.4,0.643350903737356,12.243,0.992,0.986,16.69,19.167,15.2576198577881,63.86,55.49,5732277.0
1.03725,,1068.803,356841.21641,8266377.0,0.486173885287104,10.6,9.5,1.0083219593,80.9536585365854,0.0061790199224007,3.3,0.495838925879129,12.126,0.991,0.986,16.71,19.167,15.2576198577881,63.86,55.49,5752131.0
1.32809,,1068.084,347561.349211,9157892.0,0.486173885287104,10.5,9.3,1.0083219593,81.4512195121951,0.0061790199224007,3.2,0.358130915892652,12.006,0.991,0.984,16.84,19.167,15.2576198577881,63.86,55.49,5771877.0
1.30633,,1060.792,356084.867686,9552505.0,0.486173885287104,10.4,9.4,1.0083219593,81.5512195121951,0.0061790199224007,3.1,0.291641177476633,11.884,0.991,0.986,16.84,19.167,15.2576198577881,63.86,55.49,5792203.0
3.13134,,,546.369652,,4.78508875200328,31.48,10.227,,57.022,2.10017854282442,79.9,1.88226097233373,23.468,0.495,0.267,6.08,19.873,,,,717577.0
3.13134,,,569.56141,,4.66965870724575,30.836,10.198,,57.1,1.96949928688299,78.2,1.88226097233373,23.422,0.495,0.277,5.97,19.93,,,,733019.0
3.1347,,,590.0227,,4.45487537214508,30.217,10.158,,57.235,1.82809115759336,76.5,1.88226097233373,23.376,0.513,0.272,5.5,20.203,,,,746947.0
3.11978,,,623.231067,,4.358348363139,29.58,10.094,,57.427,1.69332497972588,74.7,1.68490882849671,23.33,0.505,0.272,5.82,20.637,,,,759639.0
3.16116,,,663.912773,,3.81353875595432,28.917,10.001,,57.682,1.55708544511631,72.9,1.56216645902997,23.284,0.505,0.288,5.39,21.074,,,,771599.0
3.18964,,,708.633195,,4.40646598038784,28.234,9.881,,57.991,1.39889039650047,71.2,1.49843913434668,23.239,0.505,0.277,5.33,21.223,,,,783248.0
3.19683,,,768.642985,,4.116357984215405,27.553,9.744,,58.34,1.24981075905318,69.4,1.43315745762091,23.193,0.505,0.284,7.23,22.126,,,,794554.0
3.63321,,,847.918929,,3.82624998804297,26.903,9.601,,58.719,1.1354807674779,67.6,1.36276257260842,23.147,0.505,0.284,6.53,23.178,,,,805456.0
3.48706,,,976.204275,,4.01685844590837,26.304,9.458,,59.124,1.06294640926779,65.9,1.34480824257966,23.101,0.505,0.284,6.35,23.936,,,,816361.0
3.23668,,,1093.910617,,3.87516869701567,25.756,9.314,,59.561,0.977412700033406,64.2,1.39390803540006,23.056,0.5,0.276,6.14,23.781,,,,827820.0
2.55565,,,1243.651704,,3.75856924764763,25.255,9.156,,60.062,0.907131246023364,62.5,1.48370781049189,23.001,0.5,0.262,6.97,22.941,,,,840194.0
1.91715,,,1453.794455,,3.6745615354276,24.787,8.966,,60.667,0.856879274924433,60.9,1.59130561077479,22.936,0.5,0.262,8.47,22.968,,,,853671.0
1.49309,,,1705.189898,,3.59385797184302,24.331,8.735,,61.395,0.810651355845537,59.3,1.6802510753989,22.862,0.5,0.262,7.13,23.083,,,,868136.0
1.19487,,,2042.817163,,3.51729176682121,23.871,8.462,,62.239,0.776412106522234,57.8,1.73119808534073,22.778,0.5,0.262,6.74,24.032,,,,883296.0
1.18286,,,2216.200395,,3.4446802964287,23.402,8.157,,63.171,0.760069271531765,56.2,1.72966983945298,22.686,0.5,0.262,6.07,25.079,,,,898707.0
1.16191,,,2445.484583,,3.37357306976914,22.921,7.842,,64.136,0.718074617655636,54.6,1.68713196053581,22.583,0.5,0.262,4.07,26.068,,,,913998.0
1.28238,,,2618.587757,,3.34902175330237,22.432,7.545,,65.064,0.701171773071351,53.1,1.64062894888599,22.472,0.5,0.259,4.07,24.026,,,,929117.0
1.428,,,2766.868072,,3.25757385922269,21.944,7.293,,65.893,0.69122492581714,51.6,1.59974199816625,22.352,0.464,0.268,4.07,23.917,,,,944100.0
1.26423,,,2923.362593,,3.30559419591728,21.466,7.102,,66.582,0.69122492581714,50.1,1.55786869505917,22.223,0.469,0.348,4.31,23.917,,,,958923.0
1.27253,,,3166.329057,,3.30559419591728,20.998,6.979,,67.112,0.69122492581714,48.6,1.51455950269865,22.085,0.476,0.35,4.28,23.917,,,,973557.0
1.27253,,,3423.458249,,3.30559419591728,20.542,6.922,,67.49,0.69122492581714,47.2,1.4728347321268,21.938,0.467,0.344,4.28,23.917,,,,988002.0
11.2963,0.179348,,333.47037,,,,,2.8715003589,,,14.1,0.0301462093425082,34.735,,,8.64,,,,,69840.0
11.2963,0.160294,,340.203704,,,,,1.4353174204,,,14.5,0.0301462093425082,34.618,,,8.78,,,,,69840.0
10.8403,0.17537,,333.196296,,,,,12.886597938,,,14.9,0.242274921210693,34.311,,,8.4,,,,,69840.0
11.0396,0.167671,,343.311111,,,,,11.411942598,,,15.5,0.374441277267655,34.006,,,8.67,,,,,70102.0
11.1983,0.165886,,367.2,,,,,11.36573515,,,16.1,0.40572627174751,33.701,,,8.53,,,,,70387.0
11.489,0.149701,,364.255556,,,,,11.33465571,,,16.8,0.27382312256254,33.399,,,8.72,,,,,70580.0
10.501,0.143253,,390.251852,,,,,7.0703356995,,,17.5,0.19533191393755,33.097,,,8.74,,,,,70718.0
10.4469,0.128217,,421.374074,,,,,9.8874246084,,,18.3,0.111648953406258,32.797,,,7.1,,,,,70797.0
11.5651,0.098054,,458.188889,,,,,9.8829575456,,,19.2,0.0451894433854592,32.498,,,7.29,,,,,70829.0
12.5524,0.087486,,489.074074,,,,,18.349141825,,,20.2,0.0268215731754775,32.201,,,7.42,,,,,70848.0
11.4655,0.101154,,493.825926,,,,,21.16342396,,,21.3,0.0409243258489963,31.906,,,7.44,,,,,70877.0
12.5002,0.063057,,501.025926,,,,,8.4611913357,,,22.5,0.0493691340102498,31.611,,,9.09,,,,,70912.0
12.0185,0.054647,,485.996296,,,,,9.860737676466668,,,23.7,0.0592108062919439,31.315,,,9.49,,,,,70954.0
13.9856,0.042527,,498.296296,,,,,11.260284017233332,,,25.0,0.091566712743407,31.018,,,9.59,,,,,71019.0
13.4542,0.032651,,520.207407,,,,,12.659830358,,,26.2,0.101329964338399,30.72,,,9.92,,,,,71091.0
14.0548,0.021897,,540.737037,,,,,12.644889357,,,27.5,0.118088664559983,30.421,,,9.73,,,,,71175.0
16.2713,0.010504,,576.22963,,,,,22.438189799,,,28.7,0.1852866155223,30.12,,,7.28,,,,,71307.0
13.4486,0.009469,,520.7,,,,,26.588301147,,,29.7,0.214335327593936,29.819,,,6.77,,,,,71460.0
11.1075,0.011128,,554.77037,,,,,26.588301147,,,30.6,0.23202839477624,29.517,,,6.16,,,,,71626.0
13.0477,0.010776,,611.537037,,,,,26.588301147,,,31.2,0.253775391715059,29.214,,,7.57,,,,,71808.0
15.3489,0.010776,,506.614815,,,,,26.588301147,,,31.7,0.254522074272768,28.91,,,7.57,,,,,71991.0
6.99754,1.037586,949.958,23959.94938,1844685.0,1.20340279658624,24.771,6.117,14.283493346,69.429,0.255989400890732,31.1,1.52286032602447,38.247,0.791,0.818,11.77,24.562,,,,8471317.0
6.99754,1.085858,949.958,25208.160068,2184719.0,1.20171062747244,24.356,6.098,12.7346327,69.69,0.237209302984077,31.1,1.49132964707027,37.435,0.791,0.818,10.83,23.427,,,,8598599.0
6.80514,1.012014,970.099,25654.738278,2210374.0,1.16693767193866,23.959,6.08,14.659069471,69.957,0.230738931579636,31.1,1.45902051294224,36.629,0.781,0.818,10.6,21.562,,,,8724974.0
6.69386,0.896673,863.918,20389.120903,1510551.0,1.16575295245381,23.572,6.064,21.490755642,70.227,0.231899107807404,30.6,1.42637894460278,35.395,0.765,0.818,6.1,23.211,,,,8850317.0
7.02046,0.868782,849.876,22233.034287,1549591.0,1.12962963499349,23.196,6.048,24.948620772,70.499,0.244111936600857,30.1,1.39277050072613,33.997,0.765,0.818,6.72,23.132,,,,8974444.0
7.21194,0.903304,887.295,35510.401478,2432033.0,1.13977876324316,22.836,6.035,26.315610125,70.771,0.245522769095612,29.8,1.35925065340746,32.63,0.765,0.818,9.2,22.267,,,,9097262.0
6.85871,0.78414,815.124,37932.619634,2426821.0,1.777700956786,22.496,6.025,23.257123226,71.041,0.249873264118002,29.5,1.32584796375986,31.29,0.765,0.818,8.67,21.978,,,,9218681.0
6.51157,0.779366,874.766,43780.696524,2706977.0,1.75404462451437,22.182,6.019,22.604481748,71.304,0.256860566183294,29.3,1.29517920326184,29.98,0.765,0.818,10.35,21.978,,,,9338856.0
6.33583,0.760406,953.539,47657.828171,2755418.0,1.05155594790276,21.896,6.018,25.311693844,71.559,0.261708234732724,29.1,1.26855361051385,28.7,0.765,0.818,11.6,21.806,,,,9458079.0
6.13735,0.921332,915.183,48071.0681,2892869.0,1.05796751316567,21.636,6.022,24.799681228,71.806,0.266532127248324,29.0,1.24675272118089,27.458,0.765,0.818,14.34,17.882,,,,9576736.0
6.05746,0.979232,845.57,53159.569599,2721409.0,1.01093395453305,21.398,6.03,25.518000453,72.046,0.265176541392342,28.9,1.22855325822389,26.247,0.765,0.805,15.93,18.099,,,,9695117.0
5.63686,1.048877,841.79,57811.243036,3208956.0,0.965950607888613,21.178,6.039,25.608314662,72.284,0.260389390309623,28.8,1.21079976113526,25.173,0.765,0.805,17.09,17.888,,,,9813219.0
5.4011,0.926725,838.489,60657.847548,3826180.0,1.44695178258529,20.969,6.048,22.837772467,72.523,0.255553192753832,28.8,1.19223652132696,24.198,0.766,0.805,13.74,17.716,,,,9930916.0
5.30487,1.006889,924.248,62661.707772,3491939.0,1.41618593732007,20.761,6.058,19.685066797,72.763,0.253036783193031,28.8,1.17433819883707,23.251,0.758,0.782,15.7,17.843,,,,10048226.0
5.19346,0.939746,898.6510000000001,67170.254556,3473176.0,1.61499148521027,20.547,6.068,17.805878931,73.003,0.251362836811099,28.8,1.15722499834282,22.33,0.758,0.782,14.48,17.416,,,,10165182.0
5.4847,0.728444,873.054,71155.035229,3734827.0,1.52352533254881,20.32,6.081,16.67386041,73.241,0.248942636302168,28.8,1.13948330027521,21.434,0.758,0.743,14.2,17.207,,,,10281675.0
5.50728,0.617331,875.784,75682.409308,8220960.0,1.49141131801717,20.07,6.097,15.541841889,73.471,0.246681985086812,28.8,1.12250979934744,20.564,0.758,0.743,15.7,16.8,,,,10397738.0
