,Country,Year,Gender Equality,% Undernourishment,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,%EmploymentAgriFishForest,TotalAgri,% Soldiers,Marriage Rate,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Literacy Rate,Infant Mortality,% Population Growth,% Rural Population,Suicide Rate,Gini,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population,Region
1214,Guatemala,2017,,16.3,9.68122,0.57363,,71653.756545,,,0.661635060257259,,24.912,4.762,26.071566509,73.81,0.304455749460897,,22.2,1.62765379973835,49.32,5.6,,0.615,0.774,17.21,18.545,,,,16914979.0,Latin America and Caribbean
1215,Guatemala,2018,,16.0,9.44474,0.552348,,73208.928537,,,0.643492082805249,,24.561,4.738,22.501348718,74.063,0.304455749460897,,21.4,1.60038598150372,48.946,6.0,,0.596,0.7733333333333333,16.67,18.545,,,,17247855.0,Latin America and Caribbean
1216,Guatemala,2019,,16.8,9.36525,0.521715,,77020.031893,,,0.643492082805249,,24.21,4.72,22.501348718,74.302,0.304455749460897,,20.7,1.56038604781094,48.561,5.9,,0.591,0.7726666666666667,17.65,18.545,,,,17581476.0,Latin America and Caribbean
1217,Guatemala,2020,,16.8,10.2434,0.521715,,77604.632254,,,0.643492082805249,,23.854,4.706,22.501348718,74.529,0.304455749460897,,20.1,1.51998785357799,48.164,5.9,,0.566,0.772,17.65,18.545,,,,17915567.0,Latin America and Caribbean
1260,Guyana,2000,3.5,6.5,27.0381,0.630606,,1136.500134,,15547.0,1.12639618624053,,25.704,7.638,10.1778717,65.242,0.755289449073285,,37.0,-0.395350937367065,71.306,31.4,,0.743,0.665,7.82,21.887,17.6568393707275,,,746718.0,Latin America and Caribbean
1261,Guyana,2001,3.5,6.5,27.0381,0.585267,,1232.255272,,14312.0,1.14027182609015,,25.101,7.536,10.735286619,65.532,0.699453203036932,,36.2,-0.202691359299226,71.394,34.7,,0.729,0.665,6.8,22.081,16.5555591583252,,,745206.0,Latin America and Caribbean
1262,Guyana,2002,3.5,6.5,30.4043,0.471791,,1363.257116,,11679.0,1.15604349706887,,24.47,7.445,19.200068744,65.828,0.722309156623433,,35.4,-0.055973343653804,71.482,34.5,,0.745,0.676,7.51,25.375,16.9000091552734,,,744789.0,Latin America and Caribbean
1263,Guyana,2003,3.5,6.8,34.3754,0.258021,,1513.671921,,12105.0,1.15880052931018,,23.836,7.371,28.048345148,66.122,0.708940188105137,,34.7,0.0473847455492804,71.693,33.2,,0.745,0.718,7.36,25.435,13.8145599365234,,,745142.0,Latin America and Caribbean
1264,Guyana,2004,3.5,6.9,36.2582,0.244633,,1741.294602,,11413.0,0.748999149885965,,23.223,7.317,17.566514736,66.412,0.680075931799119,,34.0,0.079818688383112,71.936,32.5,,0.747,0.718,7.35,25.687,11.0807399749756,,,745737.0,Latin America and Caribbean
1265,Guyana,2005,3.5,7.1,34.6321,0.280825,,1978.251755,,12164.0,1.12430714572145,,22.664,7.279,19.030872901,66.694,0.676778476992326,,33.4,0.0561702496112777,72.178,30.9,,0.747,0.718,6.28,23.345,13.8234395980835,,,746156.0,Latin America and Caribbean
1266,Guyana,2006,4.0,7.1,34.0001,0.234412,,2379.817987,,11495.0,1.11247492296111,,22.188,7.251,20.500177534,66.972,0.653600390363638,,32.8,0.0239867444236802,72.418,30.7,,0.736,0.716,5.7,26.582,13.4816904067993,,,746335.0,Latin America and Caribbean
1267,Guyana,2007,4.0,7.5,30.3848,0.2204,,2730.969364,,46461.0,1.10060643414521,,21.804,7.226,15.405699037,67.247,0.597615965174715,,32.2,0.0190244987886296,72.657,30.9,,0.736,0.732,6.61,26.643,11.5261602401733,,,746477.0,Latin America and Caribbean
1268,Guyana,2008,4.0,7.6,31.7276,0.246937,,3025.188904,,52469.0,1.08860125624585,,21.513,7.199,21.156511318,67.521,0.53961532208405,,31.7,0.0452691109002456,72.895,30.0,,0.741,0.729,7.02,26.768,10.8826651573181,,,746815.0,Latin America and Caribbean
1269,Guyana,2009,4.0,7.7,29.4242,0.322758,,3165.661865,,77242.0,0.932651780109407,,21.309,7.171,15.647610463,67.792,0.511078798907713,,31.1,0.12084043776661,73.131,32.9,,0.741,0.728,7.34,26.456,10.2391700744629,,,747718.0,Latin America and Caribbean
1270,Guyana,2010,3.5,7.3,28.5286,0.367006,,3432.912791,,86526.0,0.921704728345256,,21.176,7.143,18.680864123,68.059,0.486406016016419,,30.6,0.228701604144641,73.366,33.3,,0.759,0.728,7.52,25.946,11.8387203216553,,,749430.0,Latin America and Caribbean
1271,Guyana,2011,3.5,6.6,25.6836,0.481106,,3691.384743,,76428.0,0.38586201574317,,21.088,7.123,17.286567406,68.321,0.486405710804789,,30.0,0.346196945211445,73.6,32.6,,0.762,0.721,8.55,25.717,11.7207202911377,,,752029.0,Latin America and Caribbean
1272,Guyana,2012,3.5,5.9,25.44,0.439502,,4063.088529,,110536.0,0.381470255723788,,21.011,7.117,18.401139547,68.575,0.497922196174221,,29.4,0.445663749260621,73.6,35.0,,0.758,0.728,8.17,25.603,10.1866998672485,,,755388.0,Latin America and Caribbean
1273,Guyana,2013,3.5,5.9,25.6476,0.438904,,4167.800936,,137166.0,0.376912402131268,,20.918,7.13,20.414049607,68.819,0.471409356619026,,28.8,0.514040832989459,73.6,38.2,,0.757,0.769,8.75,25.548,14.46119451522825,,,759281.0,Latin America and Caribbean
1274,Guyana,2014,3.5,6.1,24.594,0.386806,,4127.660158,,221274.0,1.15188638334779,,20.793,7.162,19.518687506,69.049,0.467269161480801,,28.1,0.537221878235554,73.586,37.2,,0.757,0.765,9.35,25.64,18.735689163208,,,763371.0,Latin America and Caribbean
1275,Guyana,2015,3.5,6.7,25.443,0.363035,,4279.840194,,442276.0,1.13986857985785,,20.629,7.213,19.415375674,69.262,0.460316728482047,,27.4,0.530702759294195,73.559,37.3,,0.863,0.837,10.77,25.499,17.8026790618896,,,767433.0,Latin America and Caribbean
1276,Guyana,2016,3.0,6.3,20.3873,0.424472,,4482.697337,,389971.0,1.12916670818015,,20.427,7.283,18.40897217,69.454,0.451284441979243,,26.6,0.510790065048753,73.518,37.9,,0.874,0.861,10.0,25.57,18.7175102233887,,,771363.0,Latin America and Caribbean
1277,Guyana,2017,3.0,6.0,22.758,0.425312,,4748.174334,,671915.0,0.986907033357458,,20.202,7.365,14.834536866,69.624,0.446441592492075,,25.9,0.498520023687447,73.462,38.5,,0.868,0.873,10.55,25.353,17.6357307434082,,,775218.0,Latin America and Caribbean
1278,Guyana,2018,3.0,5.5,19.5357,0.479265,,4787.637006,,870015.0,1.10867275567135,,19.967,7.456,14.248909188,69.774,0.446441592492075,,25.2,0.487575158848574,73.394,39.5,,0.848,0.864,10.61,25.353,15.9973802566528,,,779007.0,Latin America and Caribbean
1279,Guyana,2019,3.0,5.2,17.5953,0.433871,,5173.764988,,730111.0,1.10867275567135,,19.723,7.551,14.248909188,69.906,0.446441592492075,,24.5,0.482526666451711,73.311,40.3,,0.833,0.835,10.34,25.353,15.9973802566528,,,782775.0,Latin America and Caribbean
1280,Guyana,2020,3.0,5.2,16.8511,0.433871,,5471.270983,,667917.0,1.10867275567135,,19.473,7.65,14.248909188,70.023,0.446441592492075,,23.8,0.482243720375381,73.214,40.3,,0.855,0.836,10.34,25.353,15.9973802566528,,,786559.0,Latin America and Caribbean
1281,Haiti,2000,3.0,53.2,22.3917,,,6361.552233,,,,,31.777,11.279,,57.131,1.8411873277913,,74.5,1.72480119083689,64.4,9.7,,0.645,0.761,13.94,10.175,,,,8463802.0,Latin America and Caribbean
1282,Haiti,2001,3.0,53.2,22.3917,,,6234.915051,,,,,31.328,11.134,,57.382,1.80377060772471,,72.3,1.6987615857841,62.749,9.5,,0.608,0.751,11.91,10.095,,,,8608810.0,Latin America and Caribbean
1283,Haiti,2002,3.0,54.7,20.9597,,,5761.266709,,,,,30.891,10.983,,57.655,1.78466413565301,,70.3,1.67415476773395,61.065,9.3,,0.589,0.756,7.36,10.157,,,,8754148.0,Latin America and Caribbean
1284,Haiti,2003,3.0,55.1,20.3038,,,4882.031112,,,,,30.465,10.823,,57.959,1.77127959104364,,68.4,1.65357663131365,59.355,9.3,,0.561,0.739,6.61,10.414,,,,8900108.0,Latin America and Caribbean
1285,Haiti,2004,3.0,55.7,19.4311,,,6309.54645,,,,,30.048,10.652,,58.292,1.9903516632321,,66.7,1.63788632846484,58.321,9.0,,0.511,0.747,7.95,10.472,,,,9047082.0,Latin America and Caribbean
1286,Haiti,2005,3.0,55.0,18.4757,,,6979.59642,,,,,29.638,10.474,,58.652,1.75806259240425,,65.3,1.62490129068596,57.362,9.4,,0.431,0.811,6.67,10.551,,,,9195289.0,Latin America and Caribbean
1287,Haiti,2006,3.0,54.2,20.7827,,,7599.475252,,,,,29.235,10.292,,59.028,1.75731371737889,,63.8,1.6127038988271,56.396,9.6,,0.455,0.804,2.99,10.657,,,,9344784.0,Latin America and Caribbean
1288,Haiti,2007,3.0,52.7,21.8514,,,9452.038984,,,,,28.838,10.113,,59.408,1.75217670724043,,62.5,1.59824040082488,55.426,10.0,,0.542,0.852,7.11,10.696,,,,9495336.0,Latin America and Caribbean
1289,Haiti,2008,3.0,51.4,22.0002,,,10114.766506,,,,,28.443,9.943,,59.782,1.76285438752403,,61.3,1.58016810685141,54.449,10.1,,0.542,0.857,7.43,10.745,,,,9646570.0,Latin America and Caribbean
1290,Haiti,2009,3.0,48.9,22.1126,,,11343.662541,,,,,28.048,9.782,,60.148,1.73268345135241,,60.0,1.5580566288573,53.472,10.3,,0.542,0.857,6.77,10.813,,,,9798046.0,Latin America and Caribbean
1291,Haiti,2010,3.0,47.5,25.4262,,,11811.683442,,,,,27.651,9.629,,60.511,1.51422685567828,,58.8,1.53210280667313,52.491,10.9,,0.546,0.849,6.43,10.583,,,,9949318.0,Latin America and Caribbean
1292,Haiti,2011,3.0,46.8,20.4245,,,12934.045036,,,,,27.248,9.48,,60.879,1.70995586826181,,57.6,1.50631004058552,51.508,10.1,,0.53,0.846,2.98,11.222,,,,10100320.0,Latin America and Caribbean
1293,Haiti,2012,3.0,47.7,17.5762,,,13587.513141,,,,,26.839,9.333,,61.26,1.69294911790688,,56.4,1.48005462449313,50.523,10.0,,0.542,0.821,2.78,11.574,,,,10250922.0,Latin America and Caribbean
1294,Haiti,2013,3.0,47.1,18.0489,,,14385.50416,,,,,26.423,9.185,,61.658,1.65237722368097,,55.3,1.45027666858973,49.54,9.9,,0.521,0.805,3.0,11.758,,,,10400672.0,Latin America and Caribbean
1295,Haiti,2014,3.0,46.4,17.4618,,,14597.05529,,,,,26.002,9.037,,62.069,1.60960978787236,,54.1,1.41613128249998,48.556,10.0,,0.521,0.805,3.2,12.01,,,,10549007.0,Latin America and Caribbean
1296,Haiti,2015,3.0,46.1,16.8931,,,14227.616359,,,,,25.581,8.893,,62.485,1.56888834276394,,52.8,1.37950998738794,47.573,10.0,,0.521,0.795,4.4,12.285,,,,10695540.0,Latin America and Caribbean
1297,Haiti,2016,2.5,46.7,17.3495,,,13333.355781,,,,,25.162,8.759,,62.896,1.54244469879434,,51.5,1.34139498435713,46.604,9.8,,0.548,0.817,4.97,12.431,,,,10839976.0,Latin America and Caribbean
1298,Haiti,2017,2.5,48.0,18.2661,,,15237.360994,,,,,24.75,8.638,,63.29,1.48626070699834,,50.3,1.3050204632281,45.654,9.7,,0.457,0.797,5.38,12.566,,,,10982367.0,Latin America and Caribbean
1299,Haiti,2018,2.5,47.9,18.129,,,15822.214437,,,,,24.349,8.534,,63.66,1.48626070699834,,49.0,1.27405022512994,44.722,9.7,,0.441,0.795,4.86,12.566,,,,11123183.0,Latin America and Caribbean
1300,Haiti,2019,2.5,46.8,18.7377,,,14006.805987,,,,,23.959,8.448,,64.001,1.48626070699834,,47.8,1.24985422874917,43.808,9.6,,0.442,0.793,5.4,12.566,,,,11263079.0,Latin America and Caribbean
1301,Haiti,2020,2.5,46.8,18.7377,,,15505.186495,,,,,23.58,8.379,,64.315,1.48626070699834,,46.7,1.23054925437201,42.912,9.6,,0.448,0.733,5.4,12.566,,,,11402533.0,Latin America and Caribbean
1302,Honduras,2000,4.0,21.9,13.166,,,7187.324757,,1095543.0,0.575853844267375,,33.829,5.239,48.307782633,70.689,0.405700072515111,,30.3,2.73490350846581,54.542,2.1,55.4,0.637,0.749,13.68,22.73,,,,6574510.0,Latin America and Caribbean
1303,Honduras,2001,4.0,21.9,13.166,,,7652.728801,,1187310.0,0.566654184424143,,32.927,5.136,51.659441059,70.976,0.379752422535547,,29.0,2.66256734614731,54.036,2.1,55.4,0.654,0.749,9.94,21.304,,,,6751912.0,Latin America and Caribbean
1304,Honduras,2002,4.0,21.2,12.1834,,,7860.014778,,1041102.0,0.550597610175352,,31.981,5.043,52.285472619,71.249,0.355632963751422,,27.8,2.59283115684188,53.39,2.1,55.7,0.654,0.749,9.47,20.534,,,,6929267.0,Latin America and Caribbean
1305,Honduras,2003,4.0,21.7,11.6141,,,8233.819456,,1133796.0,0.673182071815063,,31.029,4.957,57.315154405,71.511,0.336441490003229,,26.6,2.52309155094766,52.733,2.2,58.1,0.657,0.778,9.88,20.506,,,,7106323.0,Latin America and Caribbean
1306,Honduras,2004,4.0,22.2,12.1707,,,8870.978911,,1287591.0,0.726856436768033,,30.092,4.879,49.965995936,71.77,0.320647235296373,,25.5,2.45514607190972,52.073,2.1,58.1,0.657,0.778,9.6,21.654,,,,7282953.0,Latin America and Caribbean
1307,Honduras,2005,4.0,22.3,12.4709,,,9757.012869,,1453713.0,0.70691411488344,,29.181,4.808,43.062176581,72.026,0.309211459741224,,24.4,2.38825319476369,51.415,2.2,59.5,0.654,0.778,12.37,19.475,,,,7458982.0,Latin America and Caribbean
1308,Honduras,2006,4.0,21.8,11.8566,,,10917.476874,,1723413.0,0.701234488254848,,28.297,4.742,40.842016191,72.285,0.296026991100579,,23.4,2.32316527117051,50.755,2.2,57.5,0.672,0.803,13.42,20.701,,,,7634295.0,Latin America and Caribbean
1309,Honduras,2007,4.0,21.0,11.9111,,,12361.257681,,2070326.0,0.689967323147576,,27.432,4.682,45.949808671,72.544,0.284455119811253,,22.4,2.25648487641721,50.095,2.1,55.8,0.672,0.804,13.64,21.43,,,,7808520.0,Latin America and Caribbean
1310,Honduras,2008,4.0,20.8,12.1501,,,13881.731631,,2168749.0,0.660627212688271,,26.588,4.628,55.82038741,72.803,0.271803007160983,,21.5,2.18426332329223,49.434,2.1,55.5,0.676,0.796,12.57,20.739,,,,7980955.0,Latin America and Caribbean
1311,Honduras,2009,4.0,18.3,10.825,,,14587.496229,,2052224.0,0.629170812640167,,25.777,4.578,64.779076358,73.061,0.256759210509841,,20.6,2.10555497079655,48.775,2.0,51.3,0.6553333333333333,0.71,13.99,19.515,,,,8150780.0,Latin America and Caribbean
1312,Honduras,2010,4.0,15.9,11.5912,,,15839.344592,,2378716.0,0.598651298489633,,25.02,4.534,74.974748923,73.317,0.244426641627784,,19.8,2.02441331695389,48.115,2.0,53.1,0.6346666666666667,0.656,13.97,18.941,,,,8317467.0,Latin America and Caribbean
1313,Honduras,2011,4.0,13.5,14.2197,,,17710.291856,,3239578.0,0.600660666667267,,24.336,4.497,83.766966525,73.569,0.229964683439161,,19.1,1.94316947523917,47.457,1.9,56.2,0.614,0.686,15.03,19.423,,,,8480670.0,Latin America and Caribbean
1314,Honduras,2012,4.0,13.4,13.5663,,,18528.544606,,3074609.0,0.591296995176495,,23.737,4.468,83.002611365,73.814,0.217028406947762,,18.4,1.86932160846233,46.798,3.3,56.1,0.617,0.679,12.84,20.177,,,,8640692.0,Latin America and Caribbean
1315,Honduras,2013,3.5,14.1,12.1912,,,18499.73889,,2392657.0,0.539058130681167,,23.223,4.446,73.091804944,74.051,0.206763258417357,,17.7,1.81013079423251,46.142,3.2,52.6,0.653,0.687,11.81,20.352,,,,8798524.0,Latin America and Caribbean
1316,Honduras,2014,3.5,14.6,12.5383,,,19756.533658,,2347556.0,0.47848726379489,,22.792,4.431,65.780224819,74.278,0.197522479987949,,17.1,1.76927098953001,45.486,3.4,50.3,0.667,0.685,11.55,20.862,,,,8955579.0,Latin America and Caribbean
1317,Honduras,2015,3.5,14.5,12.216,,,20979.791685,,2449577.0,0.465091523545321,,22.433,4.424,56.491322634,74.495,0.189961083165337,,16.5,1.74147410181564,44.835,4.0,49.8,0.634,0.672,11.33,21.558,,,,9112904.0,Latin America and Caribbean
1318,Honduras,2016,3.5,13.8,12.0499,,,21717.60896,,2424671.0,0.552384549195806,,22.13,4.423,55.550797483,74.701,0.183041317875692,,16.0,1.71775974956218,44.187,2.0,49.8,0.63,0.667,11.23,21.586,,,,9270794.0,Latin America and Caribbean
1319,Honduras,2017,3.5,13.2,12.6698,,,23136.248046,,2723394.0,0.538210487569561,,21.859,4.428,40.979885918,74.898,0.177670394955517,,15.4,1.69227148219463,43.543,2.1,49.4,0.617,0.7,10.56,21.581,,,,9429016.0,Latin America and Caribbean
1320,Honduras,2018,3.5,13.1,11.5931,,,24067.750466,,2507222.0,0.510011220246845,,21.599,4.437,38.925591104,75.088,0.177670394955517,,14.9,1.66708222728063,42.904,2.0,48.9,0.656,0.683,10.81,21.581,,,,9587523.0,Latin America and Caribbean
1321,Honduras,2019,3.5,13.5,10.722,,,25089.937109,,2555094.0,0.510011220246845,,21.337,4.45,38.925591104,75.27,0.177670394955517,,14.4,1.64061784169287,42.27,2.1,48.2,0.644,0.668,11.09,21.581,,,,9746115.0,Latin America and Caribbean
1322,Honduras,2020,3.5,13.5,12.1172,,,23827.859695,,2198077.0,0.510011220246845,,21.06,4.465,38.925591104,75.448,0.177670394955517,,13.9,1.61313593312324,41.641,2.1,48.2,0.631,0.699,11.09,21.581,,,,9904608.0,Latin America and Caribbean
1491,Jamaica,2000,,7.4,6.12101,0.615893,,9005.069387,20.8,1687751.0,0.248920514701246,,21.372,6.52,33.412463489,74.142,0.21665561868813,,18.9,0.675804506977749,48.186,1.9,,0.849,0.9,11.84,17.214,16.7966003417969,,,2654698.0,Latin America and Caribbean
1492,Jamaica,2001,,7.4,6.12101,0.492973,,9194.725544,20.7,1714160.0,0.247833521962181,,20.838,6.632,42.584119526,74.139,0.214244618034226,,18.4,0.675804506977749,47.947,1.9,,0.849,0.9,8.2,17.346,19.9911499023438,,,2674706.0,Latin America and Caribbean
1493,Jamaica,2002,,6.9,5.5445,0.423883,,9719.001964,20.1,1547603.0,0.246828663060774,,20.334,6.743,38.806569859,74.14,0.206363599497282,,18.0,0.675804506977749,47.749,1.8,,0.849,0.9,8.67,17.419,18.3639297485352,,,2692843.0,Latin America and Caribbean
1494,Jamaica,2003,,7.0,5.21387,0.274988,,9430.240115,20.4,1570847.0,0.245937925267662,,19.881,6.844,35.985322417,74.142,0.202739464864454,,17.6,0.614372047606307,47.563,1.7,,0.849,0.9,6.14,17.466,13.3623399734497,,,2709438.0,Latin America and Caribbean
1495,Jamaica,2004,,7.1,4.98218,0.217323,,10174.661928,18.5,1783091.0,0.162588539621608,,19.485,6.931,53.981314612,74.146,0.200805248343018,,17.3,0.57334333162701,47.375,1.6,,0.849,0.9,7.65,18.376,11.7330198287964,,,2725017.0,Latin America and Caribbean
1496,Jamaica,2005,,7.4,5.18621,0.26736,,11243.85905,18.1,1649810.0,0.242117853286266,,19.144,7.005,61.094890511,74.148,0.198362424422655,,17.0,0.548325377212091,47.189,1.5,,0.849,0.909,7.43,18.006,14.2693700790405,,,2740000.0,Latin America and Caribbean
1497,Jamaica,2006,,7.7,5.15583,0.290509,,11930.186772,18.2,1859120.0,0.239874881261934,,18.845,7.068,48.649186361,74.143,0.191588429381959,,16.7,0.524679540592904,47.002,1.5,,0.849,0.914,6.26,18.009,15.721210002899149,,,2754414.0,Latin America and Caribbean
1498,Jamaica,2007,,8.3,4.61749,0.240178,,12799.597772,17.6,2019243.0,0.237800629537533,,18.566,7.127,57.220699588,74.129,0.189204294131269,,16.5,0.50030497413499,46.816,1.8,,0.849,0.914,8.23,18.381,17.1730499267578,,,2768229.0,Latin America and Caribbean
1499,Jamaica,2008,,9.0,4.89912,0.380435,,13709.404612,18.700001,1908932.0,0.235701557830163,,18.291,7.187,58.198283241,74.103,0.186224911509644,,16.2,0.491523841970547,46.629,2.2,,0.849,0.914,8.36,18.2,19.1193809509277,,,2781869.0,Latin America and Caribbean
1500,Jamaica,2009,,9.5,5.47232,0.418376,,12120.459316,20.2,1577533.0,0.220303926002792,,18.016,7.249,60.196599303,74.071,0.182626841720439,,15.8,0.500923648630643,46.443,2.3,,0.849,0.914,7.45,16.6,17.5528392791748,,,2795839.0,Latin America and Caribbean
1501,Jamaica,2010,,9.6,5.26899,0.341273,,13220.545746,20.200001,1524570.0,0.218195331853512,,17.742,7.31,51.486160292,74.038,0.179106965151038,,15.4,0.521735381598588,46.257,1.9,,0.851,0.914,9.03,15.932,16.1029396057129,,,2810464.0,Latin America and Caribbean
1502,Jamaica,2011,,9.8,5.64728,0.357163,,14444.830231,17.6,1889798.0,0.216069954747469,,17.478,7.368,40.092967559,74.012,0.176667577582691,,15.1,0.548862742473938,46.07,2.2,,0.852,0.914,9.53,16.116,18.5819301605225,,,2825932.0,Latin America and Caribbean
1503,Jamaica,2012,,10.1,5.77143,0.345896,,14806.902469,18.200001,2326727.0,0.214016977671904,,17.233,7.42,38.668209173,74.001,0.174070222325541,,14.6,0.57148456718391,45.868,2.1,,0.852,0.914,9.16,15.415,18.8092594146729,,,2842128.0,Latin America and Caribbean
1504,Jamaica,2013,,10.1,5.97045,0.357712,,14286.523752,18.200001,2054197.0,0.207626419177931,,17.012,7.463,42.011956442,74.01,0.170953553269666,,14.2,0.581740676170178,45.65,2.0,,0.873,0.939,10.77,15.216,20.573860168457,,,2858710.0,Latin America and Caribbean
1505,Jamaica,2014,,9.7,5.97249,0.389444,,13899.222826,18.4,2186294.0,0.250207236863576,,16.814,7.497,34.954856064,74.042,0.167140282708829,,13.8,0.57298511603621,45.416,2.2,,0.873,0.939,11.25,15.295,21.7974891662598,,,2875137.0,Latin America and Caribbean
1506,Jamaica,2015,,9.6,6.30835,0.346181,,14197.703107,17.700001,1910017.0,0.24602351129034,,16.633,7.523,41.784502654,74.098,0.166166920122251,,13.4,0.551043933758775,45.167,2.2,,0.873,0.939,12.82,15.128,20.0514793395996,,,2891024.0,Latin America and Caribbean
1507,Jamaica,2016,,9.3,6.5988,0.283576,,14077.102516,16.6,1543110.0,0.273291719191721,,16.46,7.542,46.589375558,74.175,0.166932377797024,,13.0,0.525007303608295,44.902,2.2,,0.873,0.939,12.68,15.224,19.1451206207275,,,2906242.0,Latin America and Caribbean
1508,Jamaica,2017,,8.8,6.63179,0.195417,,14808.985267,16.799999,1733972.0,0.270813727547849,,16.286,7.558,56.387733973,74.267,0.167545080648523,,12.6,0.501314741642566,44.622,2.3,,0.87,0.943,13.95,15.33,18.4025402069092,,,2920848.0,Latin America and Caribbean
1509,Jamaica,2018,,7.7,6.59223,0.295247,,15730.792204,16.200001,1629113.0,0.403832540486757,,16.103,7.573,43.852281528,74.368,0.167545080648523,,12.2,0.47833817688853,44.326,2.3,,0.869,0.944,13.04,15.33,18.5839996337891,,,2934853.0,Latin America and Caribbean
1510,Jamaica,2019,,7.7,7.01962,0.248249,,15830.762952,15.2,1560164.0,0.403832540486757,,15.907,7.591,43.852281528,74.475,0.167545080648523,,11.8,0.456356507419859,44.015,2.4,,0.862,0.936,13.32,15.33,17.3139896392822,,,2948277.0,Latin America and Caribbean
1511,Jamaica,2020,,7.7,8.68327,0.248249,,13812.421859,15.2,1560921.0,0.403832540486757,,15.695,7.612,43.852281528,74.586,0.167545080648523,,11.4,0.436048924264813,43.689,2.4,,0.86,0.946,13.32,15.33,17.3139896392822,,,2961161.0,Latin America and Caribbean
1953,Mexico,2000,,3.3,3.40327,0.651219,8801.237,707909.864022,17.299999,26747200.0,0.532968186005589,7.0,23.85,4.737,10.856437642,74.658,0.169092575350732,90.5356216430664,23.8,1.4410967038977,25.278,3.5,,0.623,0.789,9.9,27.008,19.6461296081543,80.0,37.61,98899845.0,Latin America and Caribbean
1954,Mexico,2001,,3.3,3.40327,0.651219,8801.237,756702.925694,17.4,29213132.0,0.516583312898974,6.5,23.43,4.703,10.254426223,74.658,0.164263789382735,90.40513610839844,22.8,1.40395986845276,24.955,3.8,,0.625,0.789,10.26,26.104,20.6242809295654,79.36,36.79,100298152.0,Latin America and Caribbean
1955,Mexico,2002,,3.7,3.27828,0.651219,8801.237,772109.710671,17.4,27988478.0,0.509622831843045,6.0,23.009,4.689,9.9208569732,74.922,0.163602085175924,90.2746505737305,21.9,1.37302085830616,24.635,3.9,,0.625,0.816,10.43,25.075,21.4649105072021,78.66,37.3,101684764.0,Latin America and Caribbean
1956,Mexico,2003,,4.3,3.38749,0.651219,8726.476,729335.024013,16.5,28010656.0,0.496480941624097,5.6,22.584,4.7,9.785506585,75.118,0.159239258458201,90.61419677734376,21.0,1.36378023068234,24.318,4.0,,0.625,0.816,10.69,24.975,22.4718704223633,77.84,36.75,103081020.0,Latin America and Caribbean
1957,Mexico,2004,,4.6,3.33919,0.589275,8641.744,782242.912348,15.700001,30087088.0,0.48019318999953,5.7,22.158,4.734,8.9259971211,75.243,0.151317554547932,90.953742980957,20.2,1.38146893230283,24.003,4.0,,0.625,0.816,12.07,24.9,22.0538291931152,78.1,38.52,104514934.0,Latin America and Caribbean
1958,Mexico,2005,,4.4,3.0732,0.59177,8539.014,877476.892365,14.8,31502066.0,0.466043403673066,5.6,21.741,4.792,9.358974931,75.3,0.147464017530559,91.6302719116211,19.5,1.4158169793862,23.692,4.1,,0.625,0.816,11.14,25.803,21.9037895202637,77.61,39.31,106005199.0,Latin America and Caribbean
1959,Mexico,2006,,4.1,3.07583,0.502528,8700.347,975383.402913,14.1,34703273.0,0.619251644560968,5.4,21.343,4.869,9.7173530477,75.296,0.138527177081453,91.7345199584961,18.8,1.4562132376675,23.384,4.0,,0.613,0.805,10.73,25.982,20.8243198394775,78.0,40.47,107560155.0,Latin America and Caribbean
1960,Mexico,2007,,4.1,3.18171,0.502568,8855.769,1052697.085016,13.7,38595108.0,0.618213512530518,5.4,20.973,4.961,8.1221573194,75.255,0.130379694865538,92.7951736450195,18.2,1.48606353186843,23.08,4.1,,0.611,0.809,10.71,26.135,19.8890705108643,77.57,40.74,109170503.0,Latin America and Caribbean
1961,Mexico,2008,,4.5,3.16038,0.554765,8949.289,1109987.401386,13.6,42612951.0,0.648183739220678,5.3,20.635,5.06,12.639052134,75.194,0.127314415290653,92.9255981445313,17.6,1.49536909755127,22.778,4.4,,0.611,0.809,9.43,25.907,17.3801593780518,76.92,40.56,110815272.0,Latin America and Caribbean
1962,Mexico,2009,,4.8,3.24149,0.466626,9214.911,900047.015738,13.7,35903609.0,0.691099688031247,5.0,20.327,5.163,17.608319172,75.128,0.130427343514169,93.4418792724609,17.0,1.47675580253545,22.48,4.6,,0.609,0.809,10.29,25.599,18.6651191711426,74.77,40.47,112463886.0,Latin America and Caribbean
1963,Mexico,2010,,5.0,3.21915,0.492208,9417.897,1057800.584441,13.8,41793495.0,0.679326500452041,5.0,20.042,5.266,22.575450557,75.065,0.116193166415972,93.0689392089844,16.4,1.43814066910139,22.185,4.5,,0.604,0.807,10.41,25.462,18.6425895690918,74.47,40.31,114092961.0,Latin America and Caribbean
1964,Mexico,2011,,4.9,3.08846,0.539236,9589.426,1180487.188414,13.6,45779650.0,0.661507649255184,4.9,19.766,5.369,23.521232483,75.011,0.106772922923531,93.5199813842773,15.9,1.39478996981758,21.889,5.2,,0.604,0.798,10.51,24.566,18.4210205078125,74.38,40.64,115695468.0,Latin America and Caribbean
