,Code,Year,Deaths,Fertility,GDP ,GenderInequality,LifeExpectancy,tertiary_education
378,MUS,2005,286.0,1.8826,3456075008.0,0.394,72.7,1.6
379,MUS,2010,224.0,1.5539,,0.386,74.0,1.88
380,MWI,1990,101248.0,6.8091,1059214336.0,0.718,43.3,0.23
381,MWI,1995,91529.0,6.416,885521920.0,0.708,43.6,0.25
382,MWI,2000,81317.0,6.0357,1152337408.0,0.681,44.5,0.21
383,MWI,2005,57490.0,5.9099,2010733824.0,0.651,52.0,0.18
384,MWI,2010,48186.0,5.2738,,0.597,56.4,0.15
385,MYS,1990,8283.0,3.3744,24793403392.0,0.372,71.3,2.32
386,MYS,1995,7129.0,3.3218,56209481728.0,0.347,72.4,2.89
387,MYS,2000,5250.0,2.9144,61988540416.0,0.289,72.8,3.18
388,MYS,2005,3868.0,2.328,78943461376.0,0.284,74.1,4.45
389,MYS,2010,3877.0,2.1436,,0.28,74.4,5.81
390,NAM,1990,3792.0,5.3212,1579349376.0,0.554,62.5,1.29
391,NAM,1995,3969.0,4.4264,2498222336.0,0.545,58.6,1.24
392,NAM,2000,4207.0,3.975,2583355648.0,0.542,52.0,1.25
393,NAM,2005,3928.0,3.5601,3993719040.0,0.513,51.8,0.94
394,NAM,2010,,3.6305,,0.499,56.0,0.76
395,NER,1990,137657.0,7.8064,1397058048.0,0.796,41.9,0.29
396,NER,1995,134292.0,7.7757,1191804928.0,0.797,45.8,0.36
397,NER,2000,127116.0,7.7317,1188601472.0,0.792,49.3,0.42
398,NER,2005,112458.0,7.6146,1872817280.0,0.697,53.6,0.47
399,NER,2010,94332.0,7.4854,,0.694,58.4,0.51
400,NIC,1990,9975.0,4.5963,,0.635,63.1,8.16
401,NIC,1995,7431.0,3.7752,2623683328.0,0.619,65.6,8.37
402,NIC,2000,5298.0,3.111,3375591936.0,0.592,67.2,9.28
403,NIC,2005,4046.0,2.7671,3476721920.0,0.525,67.9,9.32
404,NIC,2010,3267.0,2.6008,,0.497,,10.33
405,NLD,1990,1582.0,1.6132,176988323840.0,0.118,77.0,9.69
406,NLD,1995,1341.0,1.5355,282951122944.0,0.096,77.5,11.38
407,NLD,2000,1218.0,1.7187,272837115904.0,0.1,78.1,11.81
408,NLD,2005,1038.0,1.7095,373192228864.0,0.071,79.5,13.63
409,NLD,2010,810.0,1.7919,,0.052,80.8,15.63
410,NOR,1990,496.0,1.9298,67463917568.0,0.132,76.6,7.85
411,NOR,1995,343.0,1.8712,96334897152.0,0.112,77.8,8.81
412,NOR,2000,283.0,1.8545,113227816960.0,0.1,78.7,10.0
413,NOR,2005,234.0,1.8408,169796517888.0,0.07,80.2,11.14
414,NOR,2010,196.0,1.9389,277332197376.0,0.072,81.0,12.16
415,NPL,1990,98279.0,5.2085,2042957824.0,0.726,54.8,2.12
416,NPL,1995,80008.0,4.7847,2788838912.0,0.709,59.3,2.1
417,NPL,2000,59766.0,3.9439,3631321344.0,0.663,62.6,1.81
418,NPL,2005,40538.0,3.1423,4471626240.0,0.643,65.5,1.76
419,NPL,2010,28204.0,2.5115,,,66.8,1.75
420,NZL,1990,631.0,2.1737,25622147072.0,0.241,75.4,16.71
421,NZL,1995,505.0,1.9796,40503238656.0,0.223,76.8,17.39
422,NZL,2000,413.0,1.9764,34780356608.0,0.188,78.7,17.86
423,NZL,2005,391.0,1.9621,63095451648.0,0.172,80.1,18.57
424,NZL,2010,387.0,2.1642,94866423808.0,0.173,81.1,15.5
425,PAK,1990,596133.0,6.3637,22532950016.0,0.811,60.1,
426,PAK,1995,577784.0,5.894,38423105536.0,0.786,59.9,4.11
427,PAK,2000,521740.0,5.2567,48877420544.0,0.764,62.1,
428,PAK,2005,481834.0,4.6368,60225937408.0,0.633,62.5,4.02
429,PAK,2010,460081.0,4.2966,,0.582,64.4,4.43
430,PAN,1990,2015.0,3.0962,3168266752.0,0.54,71.1,5.91
431,PAN,1995,1901.0,2.8517,5304503296.0,0.523,72.4,8.82
432,PAN,2000,1832.0,2.7439,8132078592.0,0.513,74.0,12.53
433,PAN,2005,1668.0,2.6648,9005819904.0,,75.8,13.51
434,PAN,2010,1512.0,2.6035,,0.508,76.4,14.37
435,PER,1990,53748.0,3.9119,,0.576,65.1,13.79
436,PER,1995,37651.0,3.315,32944402432.0,0.544,67.6,15.53
437,PER,2000,23581.0,2.8451,33694830592.0,0.518,70.4,20.54
438,PER,2005,16288.0,2.6862,41221189632.0,0.462,73.0,24.37
439,PER,2010,11939.0,2.5727,,0.423,73.7,12.27
440,PHL,1990,,4.352,,0.52,65.9,6.73
441,PHL,1995,92897.0,4.042,46967463936.0,0.503,68.2,6.71
442,PHL,2000,85556.0,3.7139,53552787456.0,0.497,69.4,6.55
443,PHL,2005,80246.0,3.4897,56689164288.0,0.478,70.2,5.94
444,PHL,2010,74382.0,3.2643,,0.465,70.8,5.48
445,PNG,1990,13305.0,5.1796,1813278080.0,0.671,,
446,PNG,1995,13453.0,4.7802,2937756672.0,0.659,61.0,0.6
447,PNG,2000,,4.5247,2327368192.0,0.654,61.7,0.63
448,PNG,2005,13369.0,4.2203,2676274688.0,0.672,61.8,0.6
449,PNG,2010,,3.8827,,0.655,,0.54
450,POL,1990,10056.0,,36444520448.0,0.272,70.7,3.41
451,POL,1995,7005.0,1.6294,88340471808.0,0.227,71.9,5.47
452,POL,2000,3621.0,1.3646,113604517888.0,0.194,73.7,6.16
453,POL,2005,2831.0,1.2436,167424966656.0,0.157,75.1,9.78
454,POL,2010,2352.0,1.4075,,0.171,76.3,11.37
455,PRT,1990,1703.0,1.5558,44334198784.0,0.256,74.3,2.88
456,PRT,1995,1079.0,1.4114,74857504768.0,0.224,75.6,3.77
457,PRT,2000,808.0,1.5425,78226792448.0,0.195,76.8,4.28
458,PRT,2005,510.0,1.4134,108517089280.0,0.165,78.3,3.04
459,PRT,2010,376.0,1.3852,154234175488.0,0.127,80.0,3.26
460,PRY,1990,6338.0,4.5474,,0.605,67.9,3.36
461,PRY,1995,5551.0,4.108,5742383104.0,0.588,69.0,3.44
462,PRY,2000,4865.0,3.5533,5416985600.0,0.553,69.8,3.74
463,PRY,2005,4190.0,3.0396,4804041728.0,0.523,70.5,
464,PRY,2010,3667.0,2.7295,,0.492,71.9,3.88
465,QAT,2010,177.0,2.0874,80976527360.0,0.541,78.4,10.05
466,ROU,1990,10581.0,1.8344,21569175552.0,0.515,69.7,3.33
467,ROU,1995,6830.0,1.3433,23865253888.0,0.474,69.6,4.23
468,ROU,2000,4717.0,1.3035,24744284160.0,0.434,71.3,4.76
469,ROU,2005,3965.0,1.3942,54833459200.0,0.362,70.6,6.31
470,ROU,2010,2695.0,1.5813,,0.358,,6.61
471,RWA,1990,48136.0,6.8727,1436205952.0,0.611,48.4,0.12
472,RWA,1995,62943.0,6.324,819671872.0,0.597,40.0,0.14
473,RWA,2000,53100.0,5.9242,1146674432.0,0.563,47.1,0.22
474,RWA,2005,33442.0,5.4359,1419800832.0,0.491,57.3,0.33
475,RWA,2010,21726.0,4.5323,,0.45,62.5,0.53
476,SDN,1990,106477.0,6.1677,6988264960.0,0.746,49.7,0.38
477,SDN,1995,111883.0,5.7876,8763466752.0,0.723,52.0,0.54
478,SDN,2000,109073.0,5.38,8101307392.0,0.709,58.3,0.87
479,SDN,2005,99964.0,5.0385,14588442624.0,0.647,57.3,1.24
480,SDN,2010,91142.0,5.0172,,0.609,63.0,1.87
481,SEN,1990,42832.0,6.3963,3219482624.0,0.678,56.9,0.74
482,SEN,1995,47125.0,5.8189,3091488000.0,0.671,56.8,0.72
483,SEN,2000,48075.0,5.4978,3092895744.0,0.659,56.9,0.53
484,SEN,2005,37664.0,5.1855,4788840960.0,0.633,60.9,0.29
485,SEN,2010,30762.0,5.0642,,0.586,64.6,
486,SGP,1990,408.0,1.7949,,0.261,74.9,2.6
487,SGP,1995,284.0,1.6462,55693086720.0,0.24,76.0,8.85
488,SGP,2000,200.0,1.5575,63339614208.0,0.264,79.1,13.79
489,SGP,2005,138.0,1.2602,70079471616.0,0.151,80.4,13.7
490,SGP,2010,138.0,1.1606,,0.085,81.7,
491,SLE,2000,45033.0,6.3545,420268832.0,0.691,45.1,0.55
492,SLE,2005,43630.0,5.8072,895316672.0,0.664,48.2,0.67
493,SLE,2010,38846.0,5.3269,1693415552.0,0.658,53.7,1.22
494,SLV,1990,9826.0,3.9468,2703756544.0,0.54,62.6,4.4
495,SLV,1995,7314.0,3.5769,6020163072.0,0.527,66.3,5.65
496,SLV,2000,4958.0,3.1397,8680733696.0,0.529,69.9,6.54
497,SLV,2005,3293.0,2.4553,9401555968.0,0.494,70.4,6.39
498,SLV,2010,2370.0,2.2394,13861473280.0,,71.8,3.92
499,SWE,1990,,2.1219,145386553344.0,0.101,77.6,10.61
500,SWE,1995,525.0,1.732,167321288704.0,0.075,78.8,11.6
501,SWE,2000,379.0,1.5434,171711201280.0,0.06,79.7,13.51
502,SWE,2005,361.0,1.7738,213972484096.0,0.047,80.6,14.32
503,SWE,2010,340.0,1.9757,,0.052,81.5,14.93
504,SWZ,1990,2127.0,5.2502,627770112.0,0.627,63.1,1.62
505,SWZ,1995,2697.0,4.4867,1076590848.0,0.616,56.1,1.35
506,SWZ,2000,3606.0,3.9957,1007586880.0,0.63,47.3,0.94
507,SWZ,2005,3889.0,3.6819,1421243904.0,0.587,42.1,0.02
508,SWZ,2010,2772.0,3.3561,,0.552,46.6,1.64
509,TGO,1990,22334.0,6.1328,917092992.0,0.739,54.4,0.83
510,TGO,1995,22291.0,5.6457,829714048.0,0.731,54.0,0.9
511,TGO,2000,22312.0,5.2691,855410112.0,0.666,54.7,1.05
512,TGO,2005,21933.0,5.0694,1163330560.0,0.64,56.0,1.29
513,TGO,2010,,5.0074,,0.621,57.3,1.51
514,THA,1990,40417.0,2.0899,48063320064.0,0.437,70.4,4.86
515,THA,1995,28990.0,1.898,107266400256.0,0.428,70.9,3.92
516,THA,2000,20313.0,1.6124,83536592896.0,0.406,72.3,4.62
517,THA,2005,14588.0,1.5851,104124792832.0,0.394,73.8,9.02
518,THA,2010,10826.0,1.5759,,0.378,76.1,10.47
519,TJK,1990,21304.0,5.3422,1480814720.0,0.537,61.9,4.78
520,TJK,1995,22530.0,4.6578,780376768.0,0.583,59.3,4.85
521,TJK,2000,15881.0,4.0057,568764352.0,0.417,63.3,4.1
522,TJK,2005,10975.0,3.4376,1271784704.0,0.341,66.5,3.7
523,TJK,2010,9874.0,3.4569,,0.343,67.7,3.74
524,TON,1990,66.0,4.6435,,0.705,67.3,2.47
525,TON,1995,54.0,4.447,128347560.0,0.673,68.2,3.28
526,TON,2000,47.0,4.1078,124666960.0,0.667,69.0,4.55
527,TON,2005,42.0,4.179,142306304.0,,69.8,5.69
528,TON,2010,37.0,3.8886,,0.643,70.3,2.91
529,TTO,1990,,,2854181120.0,0.456,68.3,1.9
530,TTO,1995,593.0,1.931,3376952320.0,0.422,69.2,2.65
531,TTO,2000,522.0,1.7686,5389454848.0,0.4,69.1,3.28
532,TTO,2005,502.0,1.68,8790222848.0,0.367,71.3,4.72
533,TTO,2010,454.0,1.7008,13615101952.0,0.367,72.7,6.48
534,TUN,1990,11999.0,3.471,6921765376.0,0.558,70.1,2.05
535,TUN,1995,8143.0,2.6732,11425589248.0,0.502,72.0,2.48
536,TUN,2000,5075.0,2.0492,14192296960.0,0.394,73.7,3.77
537,TUN,2005,3649.0,1.981,17750087680.0,0.317,74.8,5.71
538,TUN,2010,3452.0,2.1049,,0.29,75.4,7.38
539,TZA,1990,175938.0,6.1954,2398425856.0,0.659,51.5,0.34
540,TZA,1995,185997.0,5.8651,3330065664.0,0.651,50.8,0.4
541,TZA,2000,173362.0,5.6862,6732101632.0,0.64,52.4,0.37
542,TZA,2005,143812.0,5.6097,9311453184.0,0.596,56.3,0.34
543,TZA,2010,124447.0,5.2929,,0.581,60.1,0.36
544,UGA,1990,148451.0,7.0372,2424138752.0,0.661,46.4,
545,UGA,1995,158173.0,6.9166,3647278336.0,0.654,46.6,1.26
546,UGA,2000,160326.0,6.8323,4093308672.0,0.64,48.3,1.75
547,UGA,2005,133396.0,6.5716,4957591040.0,0.587,53.0,1.56
548,UGA,2010,107047.0,6.0709,,0.561,57.1,1.23
549,UKR,1990,12813.0,,45874663424.0,0.471,69.8,12.36
550,UKR,1995,10523.0,1.4022,30552145920.0,0.473,66.8,16.55
551,UKR,2000,7546.0,1.1091,20661837824.0,0.357,67.9,20.43
552,UKR,2005,6191.0,1.2197,47377936384.0,0.369,68.2,22.33
553,UKR,2010,5738.0,1.4355,,0.325,70.6,24.55
554,URY,1990,1292.0,2.4327,5236892672.0,0.433,73.2,4.22
555,URY,1995,1163.0,2.4012,12228312064.0,0.434,73.9,5.46
556,URY,2000,922.0,2.1679,15084597248.0,0.381,75.0,4.5
557,URY,2005,729.0,2.0971,9549537280.0,0.366,76.2,3.67
558,URY,2010,517.0,2.011,,0.321,76.9,3.5
559,USA,1990,43940.0,2.0692,3367566835712.0,0.294,75.4,20.71
560,USA,1995,37429.0,1.9716,4856469258240.0,0.295,75.9,20.4
561,USA,2000,33312.0,2.0465,6797529710592.0,0.275,76.8,22.97
562,USA,2005,32674.0,2.0575,7201522974720.0,0.256,77.6,22.39
563,USA,2010,30050.0,1.9325,9684626964480.0,0.248,78.8,
564,VNM,1990,99288.0,3.5957,3644735232.0,0.41,69.2,1.02
565,VNM,1995,68910.0,2.6635,13139843072.0,0.384,71.4,1.56
566,VNM,2000,42745.0,2.0716,22233774080.0,0.328,72.5,2.21
567,VNM,2005,34774.0,1.9624,31698173952.0,0.3,73.3,2.99
568,VNM,2010,34308.0,1.8949,,0.315,73.5,3.27
569,YEM,2000,64531.0,6.3177,6368957440.0,0.805,62.6,0.94
570,YEM,2005,52425.0,5.5769,9214540800.0,0.799,65.5,1.21
571,YEM,2010,45912.0,4.8553,20002201600.0,0.798,67.3,1.5
572,ZAF,1990,68241.0,3.7243,63084179456.0,,63.4,0.42
573,ZAF,1995,64998.0,3.1715,98510176256.0,0.476,62.3,0.53
574,ZAF,2000,73067.0,2.4135,90125729792.0,0.459,58.5,0.53
575,ZAF,2005,84721.0,2.5125,141774503936.0,0.454,54.0,0.36
576,ZAF,2010,60679.0,2.4448,,0.44,58.9,0.32
577,ZMB,1990,63522.0,6.5331,1851940864.0,0.666,47.9,0.12
578,ZMB,1995,68539.0,6.2409,2412416512.0,0.642,45.6,0.79
579,ZMB,2000,69828.0,5.9259,2379802880.0,0.648,45.2,0.77
580,ZMB,2005,53063.0,5.7101,4582511616.0,0.617,50.7,0.61
581,ZMB,2010,43235.0,5.3629,,0.586,56.8,0.49
582,ZWE,1990,,,4946843648.0,0.605,59.4,1.83
583,ZWE,1995,35883.0,4.1539,4506184704.0,0.594,50.5,1.32
584,ZWE,2000,35389.0,3.974,4421600256.0,,44.7,0.53
585,ZWE,2005,36797.0,,,0.595,44.8,0.44
586,ZWE,2010,38616.0,4.0248,,0.592,50.7,0.38
