Country,Year,Region,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population
Andorra,2008,Europe and Central Asia,0.406918,,,4085.783663,,,,,,,,4.7,1.41468175747827,10.996,,,25.47,,,,,83860.0
Andorra,2009,Europe and Central Asia,0.418929,,,3674.186277,,,,,,,,4.4,0.714114761731409,11.088,,,17.44,,,,,84461.0
Andorra,2010,Europe and Central Asia,0.466508,,,3446.565601,,,,,,,,4.1,-0.008288192290815,11.181,,,19.72,,,,,84454.0
Andorra,2011,Europe and Central Asia,0.490561,,,3624.386229,,,,,,,,3.9,-0.839471761400757,11.274,,,17.23,,,,,83748.0
Andorra,2012,Europe and Central Asia,0.601165,,,3188.830334,,,,,,,,3.7,-1.58992366767347,11.369,,,13.39,,,,,82427.0
Andorra,2013,Europe and Central Asia,0.585559,,,3192.603086,,,,,,,,3.5,-2.03074436920753,11.463,,,9.66,,,,,80770.0
Andorra,2014,Europe and Central Asia,0.537623,,,3267.334446,,,,,,,,3.3,-1.94651826894114,11.559,,,18.83,,,,,79213.0
Andorra,2015,Europe and Central Asia,0.51342,,,2788.757749,,,,,,,,3.1,-1.55213476921424,11.655,,,13.73,,,,,77993.0
Andorra,2016,Europe and Central Asia,0.521999,,,2894.646184,,,,,,,,2.9,-0.898980862435393,11.752,,,10.09,,,,,77295.0
Andorra,2017,Europe and Central Asia,0.559539,,,3000.160225,,,,,,,,2.8,-0.38628103925755,11.85,,,12.75,,,,,76997.0
Andorra,2018,Europe and Central Asia,0.546368,,,3218.419456,,,,,,,,2.6,0.0142852505031622,11.938,,,18.6,,,,,77008.0
Andorra,2019,Europe and Central Asia,0.542635,,,3155.149348,,,,,,,,2.5,0.179041785311253,12.016,,,16.5,,,,,77146.0
Andorra,2020,Europe and Central Asia,0.542635,,,2864.399402,,,,,,,,2.4,0.154134127179226,12.084,,,16.5,,,,,77265.0
Armenia,2000,Europe and Central Asia,24.005,0.743104,,2038.534803,340739.0,3.50464386024508,12.91,8.575,2.9645585398,71.409,0.0679283356137696,27.0,-0.630760587863762,35.334,0.7,0.638,3.87,18.526,,,,3069597.0
Armenia,2001,Europe and Central Asia,24.005,0.664749,,2259.108208,394256.0,3.5570820676739,12.98,8.612,2.8845971037,71.8,0.0666157530085154,25.7,-0.617979926225355,35.615,0.727,0.638,5.66,17.238,,,,3050686.0
Armenia,2002,Europe and Central Asia,21.9974,0.592735,,2534.163311,406686.0,3.76867602113764,13.208,8.697,2.274243435,72.112,0.0622471603525368,24.5,-0.549251281615873,35.764,0.727,0.608,5.33,16.962,,,,3033976.0
Armenia,2003,Europe and Central Asia,20.1811,0.622087,,2993.550393,468618.0,3.76559190397741,13.524,8.824,2.5182757234,72.348,0.0607803920301727,23.3,-0.53001538172706,35.863,0.743,0.602,5.38,17.869,,,,3017938.0
Armenia,2004,Europe and Central Asia,21.2053,0.310051,,3814.176694,613962.0,4.0383228597919,13.884,8.986,2.7660074349,72.513,0.0602588976700955,22.2,-0.572322312384323,35.962,0.732,0.602,6.28,17.535,,,,3000715.0
Armenia,2005,Europe and Central Asia,17.887,0.352819,,5225.97185,725151.0,4.02293235644494,14.244,9.168,1.9454848316,72.626,0.0601742660985802,21.1,-0.650389280091987,36.062,0.758,0.602,7.44,18.318,,,,2981262.0
Armenia,2006,Europe and Central Asia,17.5308,0.355046,,6808.524718,967265.0,3.85059684251059,14.572,9.346,2.6704517221,72.716,0.0631619278103366,20.0,-0.773158374746929,36.161,0.758,0.602,7.93,18.797,,,,2958301.0
Armenia,2007,Europe and Central Asia,17.0945,0.317559,,9817.806812,1356018.0,3.42741030589637,14.855,9.502,2.6256429842,72.815,0.0565468811184439,19.0,-0.872060059332368,36.261,0.758,0.584,7.2,18.965,,,,2932615.0
Armenia,2008,Europe and Central Asia,15.276,0.386387,,12436.664185,1556950.0,3.4317538550035,15.08,9.621,3.336067533,72.946,0.0650416379898419,18.1,-0.856135895388362,36.36,0.721,0.5785,6.69,19.8,,,,2907615.0
Armenia,2009,Europe and Central Asia,15.8412,0.399009,,9222.356746,1132129.0,4.45756052640445,15.233,9.699,3.3586164439,73.118,0.0590901983806955,17.2,-0.673638853162549,36.46,0.779,0.573,6.34,17.051,,,,2888094.0
Armenia,2010,Europe and Central Asia,15.9465,0.370673,,9875.377779,1393227.0,4.25758023025345,15.304,9.739,1.9462596018,73.331,0.0602463206986371,16.3,-0.373954889662394,36.56,0.805,0.633,6.44,17.317,,,,2877314.0
Armenia,2011,Europe and Central Asia,19.0668,0.32152,,10815.777611,1754179.0,4.15764685451829,15.297,9.753,2.4682465299,73.572,0.0581105464590744,15.5,-0.0270427628367578,36.66,0.805,0.647,6.7,16.681,,,,2876536.0
Armenia,2012,Europe and Central Asia,17.9127,0.338374,,10619.320693,1586117.0,3.64901119971462,15.232,9.761,2.2536273866,73.82,0.0583568200340074,14.7,0.26742945492201,36.76,0.805,0.65,7.04,17.692,,,,2884239.0
Armenia,2013,Europe and Central Asia,18.4348,0.332454,,11121.46443,1683577.0,3.62361623616236,15.125,9.774,2.1742183944,74.056,0.0504945965953766,14.0,0.461930535014127,36.836,0.814,0.623,5.78,17.012,,,,2897593.0
Armenia,2014,Europe and Central Asia,18.0721,0.351235,,11609.513241,1809123.0,3.65702879444668,14.979,9.796,2.4721853397,74.273,0.0520237030442027,13.3,0.509812126446043,36.888,0.816,0.641,6.28,16.529,,,,2912403.0
Armenia,2015,Europe and Central Asia,17.2231,0.413565,,10553.337528,1537420.0,3.69326494399551,14.795,9.823,2.5636126292,74.467,0.0537710989111561,12.6,0.450705991935445,36.915,0.809,0.628,6.12,15.91,,,,2925559.0
Armenia,2016,Europe and Central Asia,16.3905,0.406929,,10546.13624,1399540.0,3.76304612069032,14.568,9.849,2.9630669037,74.64,0.0505478651224537,12.0,0.361260408326477,36.918,0.806,0.635,6.05,15.839,,,,2936147.0
Armenia,2017,Europe and Central Asia,14.9943,0.369471,,11527.458713,1414487.0,3.77381450238405,14.298,9.862,2.3770803273,74.797,0.0492176762911756,11.3,0.293899005891436,36.897,0.807,0.624,5.27,15.737,,,,2944789.0
Armenia,2018,Europe and Central Asia,13.9423,0.351119,,12457.940705,1432435.0,3.91775602495482,13.987,9.857,1.693915557,74.945,0.0492176762911756,10.8,0.235799808401976,36.851,0.868,0.753,5.13,15.737,,,,2951741.0
Armenia,2019,Europe and Central Asia,11.9883,0.388528,,13619.290546,1395316.0,3.91775602495482,13.646,9.835,1.693915557,75.087,0.0492176762911756,10.2,0.202624027586126,36.781,0.8865000000000001,0.874,5.67,15.737,,,,2957728.0
Armenia,2020,Europe and Central Asia,11.7173,0.388528,,12641.210873,1357322.0,3.91775602495482,13.281,9.801,1.693915557,75.224,0.0492176762911756,9.7,0.185983344838062,36.687,0.905,0.873,5.67,15.737,,,,2963234.0
Austria,2000,Europe and Central Asia,1.6707,,1455.619,196799.627787,3659384.0,1.03878569286877,9.8,9.6,1.0162002142,78.1268292682927,0.0089031728653071,4.6,0.240466652446524,39.787,0.968,0.968,13.38,30.069,11.0332202911377,65.62,47.15,8069276.0
Austria,2001,Europe and Central Asia,1.6707,,1458.83,197336.113323,3831774.0,0.890210310899519,9.4,9.3,0.86443711868,78.5756097560976,0.0082098111045879,4.5,0.382799394483217,40.066,0.968,0.968,13.29,29.419,10.8563203811646,65.27,47.33,8097755.0
Austria,2002,Europe and Central Asia,1.56277,,1450.996,213387.477629,3873988.0,0.870835687651877,9.7,9.4,0.79907523638,78.6780487804878,0.0079852621300712,4.4,0.49198046425522,40.345,0.968,0.968,13.51,28.878,10.5323295593262,64.63,48.36,8134403.0
Austria,2003,Europe and Central Asia,1.49193,,1489.69,261685.687441,4720898.0,0.866717400529149,9.5,9.5,0.61155683412,78.6317073170732,0.0079614689044854,4.3,0.487133894826838,40.625,0.968,0.968,13.62,29.01,10.7396202087402,64.74,48.6,8175855.0
Austria,2004,Europe and Central Asia,1.47648,,1490.766,300917.298368,5103811.0,1.00227155853998,9.7,9.1,0.71804021269,79.1804878048781,0.006957955905924,4.2,0.620413127334181,40.906,0.968,0.968,13.03,26.799,9.87333011627197,61.36,47.07,8216809.0
Austria,2005,Europe and Central Asia,1.2594,,1524.64,315966.559717,4937583.0,0.995631418244597,9.5,9.1,0.65425552022,79.3317073170732,0.0072977938817226,4.1,0.681267248299787,41.187,0.968,0.968,13.67,27.575,10.2618503570557,62.79,48.3,8253656.0
Austria,2006,Europe and Central Asia,1.30319,,1545.797,335981.345831,5350622.0,0.981658929967225,9.4,9.0,0.73623970999,79.8804878048781,0.0068388481389379,3.9,0.494797775098466,41.468,0.968,0.968,13.78,28.163,10.3745803833008,63.44,49.08,8285344.0
Austria,2007,Europe and Central Asia,1.41639,,1574.681,388671.495783,6802800.0,0.840833568766733,9.2,9.0,0.54127322618,80.1804878048781,0.0068332584215982,3.8,0.324146535285463,41.751,0.968,0.968,14.09,27.328,10.4522895812988,64.54,50.05,8313731.0
Austria,2008,Europe and Central Asia,1.34222,,1604.015,430310.227057,7530933.0,0.831391242979792,9.3,9.0,0.69531650388,80.4317073170732,0.0066004722495671,3.8,0.313041437661508,42.034,0.969,0.968,14.39,26.274,10.5551500320435,64.85,51.03,8341525.0
Austria,2009,Europe and Central Asia,1.14682,,1593.198,400148.193471,6246869.0,0.608415680868827,9.2,9.3,0.60912556084,80.3317073170732,0.0070283995422978,3.7,0.261953189906348,42.317,0.969,0.968,13.76,25.0,10.583930015564,63.63,51.3,8372657.0
Austria,2010,Europe and Central Asia,1.26733,,1603.641,391892.746545,6345092.0,0.602286669093771,9.4,9.2,0.68965968267,80.5804878048781,0.0071554103114342,3.6,0.240394299500766,42.601,0.969,0.968,14.0,24.825,10.7891302108765,63.75,51.65,8409945.0
Austria,2011,Europe and Central Asia,1.40191,,1603.994,431120.310089,7548229.0,0.540039830550599,9.3,9.1,0.88720637757,80.9829268292683,0.0072774613792078,3.5,0.337080841831645,42.885,0.969,0.968,14.32,26.048,10.9884901046753,63.86,52.01,8453501.0
Austria,2012,Europe and Central Asia,1.34855,,1736.561,409425.234155,7135291.0,0.523864798766988,9.4,9.4,0.92916799475,80.9365853658537,0.0069506640625039,3.3,0.45593747231891,42.853,0.969,0.968,14.51,26.226,10.7011804580688,63.62,52.37,8502230.0
Austria,2013,Europe and Central Asia,1.25472,,1739.764,430068.712972,7234620.0,0.51207110915285,9.4,9.4,0.72462150506,81.1365853658537,0.0070315899776766,3.2,0.589387254692989,42.664,0.97,0.968,14.37,25.906,10.7402896881104,63.33,52.37,8556191.0
Austria,2014,Europe and Central Asia,1.20074,,1758.729,441996.131737,7101967.0,0.509888898608253,9.6,9.2,0.52233231827,81.490243902439,0.0074936595931018,3.1,0.781541632525841,42.474,0.97,0.968,14.34,25.751,10.4111604690552,62.56,52.33,8615205.0
Austria,2015,Europe and Central Asia,1.12979,,1753.323,381817.565894,5704913.0,0.47861005363571,9.8,9.6,0.53003531533,81.190243902439,0.007493172969722,3.0,0.752568122885555,42.285,0.969,0.968,14.69,25.73,10.6934795379639,62.36,52.42,8678667.0
Austria,2016,Europe and Central Asia,1.11032,,1758.544,395568.644341,5737011.0,0.493672942116627,10.0,9.2,0.65162919875,81.6414634146342,0.0073933485107261,3.0,0.723594613245269,42.095,0.969,0.968,14.96,25.7,10.9538497924805,62.49,52.81,8747306.0
Austria,2017,Europe and Central Asia,1.21059,,1694.958,417261.151845,6216310.0,0.459861533502446,10.0,9.5,0.79365961209,81.6439024390244,0.0074339501143947,2.9,0.694621103604983,41.906,0.962,0.963,15.1,25.582,10.9501600265503,62.49,52.81,8819902.0
Austria,2018,Europe and Central Asia,1.13438,,1703.733,455168.151939,6928354.0,0.496608177017669,9.7,9.5,0.96722860774,81.6926829268293,0.0074339501143947,2.9,0.487071924768999,41.703,0.947,0.93,15.36,25.582,10.9501600265503,62.49,52.81,8891383.0
Austria,2019,Europe and Central Asia,1.08562,,1718.611,445011.872704,6287813.0,0.496608177017669,9.6,9.4,0.96722860774,81.8951219512195,0.0074339501143947,2.9,0.444673639004876,41.485,0.948,0.935,15.69,25.582,10.9501600265503,62.49,52.81,8955108.0
Austria,2020,Europe and Central Asia,1.17093,,1708.152,433258.467677,6588675.0,0.496608177017669,9.4,9.4,0.96722860774,81.1926829268293,0.0074339501143947,3.0,0.415176731565556,41.252,0.947,0.94,15.69,25.582,10.9501600265503,62.49,52.81,9006400.0
Azerbaijan,2000,Europe and Central Asia,14.8375,,,5272.617196,880117.0,2.03751078406971,14.5,5.8,2.7823113448,66.763,0.0998514479702061,60.9,0.821519963674211,48.614,0.402,0.319,4.75,10.878,21.1190795898438,,,8122743.0
Azerbaijan,2001,Europe and Central Asia,14.8375,,,5707.618247,848338.0,2.04645523878444,13.6,5.6,2.6594138676,67.054,0.0902450660331089,57.2,0.774765939386613,48.413,0.402,0.308,4.71,10.789,20.8775501251221,,,8197295.0
Azerbaijan,2002,Europe and Central Asia,13.9546,,,6236.086669,923394.0,2.05567552896473,13.5,5.7,2.5612943719,67.391,0.0838845689516996,53.5,0.746173582716985,48.213,0.402,0.295,3.17,11.489,13.6307201385498,,,8277065.0
Azerbaijan,2003,Europe and Central Asia,12.4256,,,7276.413079,1118062.0,1.93063043493195,13.8,6.0,2.1886200607,67.791,0.084955376487243,50.1,0.757650955616913,48.012,0.356,0.282,3.6,11.403,15.1708402633667,,,8361433.0
Azerbaijan,2004,Europe and Central Asia,10.9881,,,8680.410158,1258428.0,1.92557212075857,15.8,6.0,2.3789972183,68.249,0.0739429342005705,47.0,0.875427280482454,47.811,0.37,0.238,3.57,11.9,14.2350397109985,,,8448938.0
Azerbaijan,2005,Europe and Central Asia,9.14754,,,13245.421881,1575733.0,1.93649889501484,16.9,6.2,2.2486095512,68.747,0.0779118584498424,44.1,1.02226559239828,47.611,0.364,0.238,4.08,12.012,13.2231502532959,,,8538610.0
Azerbaijan,2006,Europe and Central Asia,7.09105,,,20981.929498,2294327.0,1.9349201408905,17.6,6.2,2.2015832164,69.259,0.0666371120397321,41.5,1.09858657441812,47.411,0.374,0.23,3.42,12.354,10.1004199981689,,,8630153.0
Azerbaijan,2007,Europe and Central Asia,6.54008,,,33049.426816,3095229.0,1.91549848512102,17.7,6.3,2.1663785612,69.752,0.065034181716698,39.1,1.13385546615645,47.21,0.374,0.21,3.48,12.625,9.77937030792236,,,8724237.0
Azerbaijan,2008,Europe and Central Asia,5.57088,,,48851.318826,3763400.0,1.88652635971963,17.4,6.0,2.1764095568,70.201,0.06422478944953,36.8,1.1524995467243233,47.01,0.374,0.2,2.75,12.13,7.76384019851685,,,8821869.0
Azerbaijan,2009,Europe and Central Asia,6.12193,,,44292.408817,4317107.0,1.84247822990773,17.0,5.9,2.22853579545,70.597,0.0651343631503269,34.7,1.171143627292197,46.81,0.378,0.192,3.28,12.7,9.3439302444458,,,8924383.0
Azerbaijan,2010,Europe and Central Asia,5.54457,,,52905.998879,4962478.0,1.81659244591071,18.3,5.9,2.2806620341,70.938,0.0657141956932351,32.5,1.18978770786007,46.594,0.365,0.205,3.16,13.7,8.70083999633789,,,9032465.0
Azerbaijan,2011,Europe and Central Asia,5.07622,,,65952.763949,5247741.0,1.79938572769838,19.2,5.9,2.23049232205,71.234,0.0655638073271164,30.5,1.30300085487651,46.363,0.361,0.185,2.81,14.086,7.2198600769043,,,9146277.0
Azerbaijan,2012,Europe and Central Asia,5.13977,,,69679.91351,5488213.0,1.77100198732572,18.8,5.9,2.18032261,71.506,0.0650991772120978,28.5,1.32876382733755,46.117,0.361,0.175,3.04,14.271,5.64367008209229,,,9264684.0
Azerbaijan,2013,Europe and Central Asia,5.36626,,,74160.553009,5996107.0,1.74272674746369,18.3,5.8,2.354704353,71.768,0.0645622269981632,26.7,1.29344702700591,45.855,0.398,0.179,2.81,14.375,6.46412992477417,,,9385467.0
Azerbaijan,2014,Europe and Central Asia,5.31941,,,75239.737489,5690979.0,1.71047386074509,17.9,5.8,2.4827428333,72.022,0.0636003715788883,24.9,1.24820899735588,45.578,0.381,0.172,3.1,14.304,7.23872995376587,,,9505616.0
Azerbaijan,2015,Europe and Central Asia,6.17764,,,53076.244755,4658694.0,1.6806446948948,17.2,5.7,2.3382111188,72.266,0.0620613196940794,23.3,1.19120985807018,45.286,0.377,0.163,3.37,14.064,7.63110017776489,,,9622741.0
Azerbaijan,2016,Europe and Central Asia,5.60512,,,37867.007023,3002200.0,1.64903404234084,16.3,5.8,2.1363919893,72.493,0.060127104067198,21.8,1.11785721013911,44.979,0.345,0.207,3.29,14.408,8.20689964294434,,,9736041.0
Azerbaijan,2017,Europe and Central Asia,5.60736,,,40866.632048,3210062.0,1.62901684264353,14.6,5.8,2.0415799757,72.693,0.0576744057446423,20.3,0.98126180450475,44.657,0.405,0.182,2.82,14.183,6.95039987564087,,,9845316.0
Azerbaijan,2018,Europe and Central Asia,5.21238,,,47112.479289,3470611.0,1.60966261118113,14.0,5.8,2.2011074485,72.864,0.0576744057446423,19.2,0.866316916370841,44.32,0.353,0.169,2.8,14.183,7.43546009063721,,,9949537.0
Azerbaijan,2019,Europe and Central Asia,5.71687,,,48174.235294,3898278.0,1.60966261118113,14.1,5.6,2.2011074485,73.005,0.0576744057446423,18.2,0.846646726414021,43.969,0.378,0.172,3.85,14.183,7.43546009063721,,,10047719.0
Azerbaijan,2020,Europe and Central Asia,6.92578,,,42607.176471,4216724.0,1.60966261118113,12.5,5.6,2.2011074485,73.123,0.0576744057446423,17.3,0.684365325388407,43.603,0.376,0.147,3.85,14.183,7.43546009063721,,,10139175.0
Belarus,2000,Europe and Central Asia,10.0999,0.926326,,10770.187054,1979848.0,1.8961382470025,9.4,13.5,10.261724628,68.9121951219512,0.0252522073935132,9.9,-0.471131334643547,30.027,0.67,0.263,12.13,37.644,,,,9745932.0
Belarus,2001,Europe and Central Asia,10.0999,1.235548,,12772.736432,1842538.0,3.98480280080613,9.2,14.1,9.8762673906,68.5073170731707,0.0217606840714207,9.2,-0.512966688341309,29.542,0.67,0.246,10.04,36.371,,,,9745932.0
Belarus,2002,Europe and Central Asia,9.7669,1.34442,,15088.618674,2248950.0,3.89369674502954,8.9,14.8,10.147823728,68.0560975609756,0.0207367994814023,8.5,-0.636565666436346,29.061,0.646,0.23,9.32,35.727,,,,9745932.0
Belarus,2003,Europe and Central Asia,8.27695,1.668686,,18428.403815,2502007.0,3.72749390537424,9.0,14.5,9.0812961975,68.5536585365854,0.0179585610481003,7.8,-0.699809190918934,28.585,0.642,0.228,10.07,36.392,,,,9679235.0
Belarus,2004,Europe and Central Asia,8.44799,1.892705,,23924.384607,2958504.0,3.68673452148819,9.1,14.3,8.4749040932,68.9560975609756,0.0163186318060205,7.3,-0.682169472243919,28.113,0.642,0.228,10.0,37.428,,,,9616628.0
Belarus,2005,Europe and Central Asia,8.27315,2.193339,,31231.983629,3334791.0,3.68649558104005,9.3,14.5,8.6278272213,68.8512195121951,0.014370321684548,6.7,-0.683005560010688,27.646,0.649,0.23,10.05,35.073,,,,9562083.0
Belarus,2006,Europe and Central Asia,8.33155,2.423107,,38212.092239,3903925.0,3.6740045706223,9.9,14.2,7.7126084546,69.4048780487805,0.0122156464045644,6.2,-0.612296198031047,27.184,0.647,0.209,8.44,34.746,,,,9516884.0
Belarus,2007,Europe and Central Asia,8.06409,2.456852,,46807.243743,4582450.0,3.6551985312094,10.7,13.7,6.8456203957,70.2073170731707,0.0103095228429686,5.6,-0.458847535622636,26.727,0.659,0.188,8.12,34.65,,,,9480514.0
Belarus,2008,Europe and Central Asia,8.41662,2.561142,,62807.178042,6880600.0,3.63403121295224,11.1,13.8,5.8395056308,70.4560975609756,0.0090005157519478,5.1,-0.345415054298517,26.274,0.672,0.198,5.8,35.587,,,,9452855.0
Belarus,2009,Europe and Central Asia,8.1309,2.827758,,50873.190164,5256898.0,3.61129414774524,11.4,14.1,5.1626395781,70.4073170731707,0.0085113362512298,4.6,-0.245915441295321,25.828,0.672,0.192,6.73,34.273,,,,9433159.0
Belarus,2010,Europe and Central Asia,8.89191,2.717229,,57231.905886,7420326.0,3.59406584248467,11.4,14.5,4.2566399337,70.4048780487805,0.0077876400846823,4.3,-0.218522755959381,25.328,0.654,0.208,8.69,33.756,,,,9420576.0
Belarus,2011,Europe and Central Asia,8.00187,1.60766,,61762.342551,6487894.0,3.09933303530042,11.5,14.3,3.9616301779,70.5536585365854,0.0073114579823969,3.9,-0.234282914157686,24.812,0.659,0.187,7.66,34.139,,,,9415316.0
Belarus,2012,Europe and Central Asia,8.13095,1.695498,,65685.908728,6734092.0,3.09600010502886,12.2,13.4,3.610474411,71.9658536585366,0.0060872598461297,3.7,-0.156617600248906,24.303,0.659,0.196,8.85,33.283,,,,9417045.0
Belarus,2013,Europe and Central Asia,6.80909,2.030311,,75527.534437,7225359.0,3.09397034135696,12.5,13.2,3.5337181443,72.4707317073171,0.0055614123593942,3.5,-0.0383800002667846,23.801,0.662,0.272,8.74,33.164,,,,9423502.0
Belarus,2014,Europe and Central Asia,7.30305,1.815109,,78813.050534,8287432.0,3.09396428272802,12.5,12.8,3.6048483939,72.9707317073171,0.0051877790074137,3.3,0.056151567510169,23.307,0.656,0.273,8.68,32.783,,,,9431742.0
