Country,Year,AgriShareGDP,CreditToAgriFishForest,EmploymentRural,GDP,TotalAgri,% Soldiers,Birth Rate,Death Rate,Homicides,Life Expectancy,Maternal Death Risk,Infant Mortality,% Population Growth,% Rural Population,Civil Liberties,Freedom of Expression,% Healthcare Investment,% Employment Industry,% Education Expenditure,% Men Employment,% Women Employment,Population,Region
Pakistan,2012,23.7102,0.343857,,214641.658203,35154438.0,1.54741917322559,29.667,7.349,7.3932030962,65.849,0.710216935432141,67.0,2.12622217687153,64.592,0.337,0.845,3.13,19.874,,,,187280125.0,South Asia
Pakistan,2013,23.8321,0.35706,,220268.616258,43814636.0,1.49680964609959,29.491,7.257,7.2869088035,66.117,0.676074703199707,65.4,2.10324458397736,64.387,0.313,0.827,3.22,19.527,,,,191260799.0,South Asia
Pakistan,2014,23.7445,0.375569,,248949.386617,46431748.0,1.42801241787752,29.318,7.176,6.7975726091,66.36,0.647964601587461,63.8,2.09245641637654,64.181,0.309,0.812,3.48,19.559,,,,195305012.0,South Asia
Pakistan,2015,23.8171,0.393967,,267035.292424,42427665.0,1.38123640672899,29.124,7.107,4.7566288595,66.577,0.614998309835805,62.1,2.08855182687829,63.974,0.308,0.747,3.74,19.708,,,,199426953.0,South Asia
Pakistan,2016,23.2152,0.351441,,277521.027411,43471662.0,1.35280391814111,28.888,7.048,4.1820671272,66.77,0.564881139739013,60.5,2.08632617723589,63.766,0.31,0.687,4.33,19.733,,,,203631356.0,South Asia
Pakistan,2017,22.9259,0.323986,,302709.723378,50805095.0,1.32577973164094,28.599,6.994,3.9609206478,66.947,0.545877816351445,58.9,2.07757838708128,63.558,0.32,0.652,4.3,19.783,,,,207906210.0,South Asia
Pakistan,2018,22.8517,0.26342,,284149.941136,44908431.0,1.31149632722033,28.25,6.942,3.8830827302,67.114,0.545877816351445,57.3,2.05754609472119,63.334,0.346,0.635,5.29,19.783,,,,212228288.0,South Asia
Pakistan,2019,21.4732,0.269917,,253087.564027,33673415.0,1.31149632722033,27.841,6.893,3.8830827302,67.273,0.545877816351445,55.7,2.02296715968838,63.093,0.318,0.635,4.92,19.783,,,,216565317.0,South Asia
Pakistan,2020,22.6938,0.269917,,257829.18303,31789274.0,1.31149632722033,27.379,6.844,3.8830827302,67.428,0.545877816351445,54.2,1.97831956650447,62.835,0.288,0.635,4.92,19.783,,,,220892331.0,South Asia
Sri Lanka,2000,9.95692,0.460364,,19131.796458,1658373.0,2.60065698522288,18.463,6.89,,73.085,0.130425459055823,14.2,0.610633602585677,81.62,0.573,0.669,10.14,20.402,,,,18777606.0,South Asia
Sri Lanka,2001,9.95692,0.474725,,18364.211053,1458903.0,2.64978658219376,18.492,6.552,,73.085,0.121869860921802,13.7,0.711721622429264,81.635,0.573,0.669,9.52,19.437,,,,18911727.0,South Asia
Sri Lanka,2002,9.47032,0.497017,,19572.831562,1598534.0,3.08541453827303,18.535,6.236,,73.085,0.116253683549234,13.4,0.793958951013405,81.651,0.573,0.708,10.37,19.888,,,,19062476.0,South Asia
Sri Lanka,2003,8.77473,0.51184,,21609.196009,1560696.0,2.98703152180018,18.574,5.989,,73.799,0.115180040233548,13.0,0.843957574114613,81.666,0.573,0.708,10.38,20.106,,,,19224036.0,South Asia
Sri Lanka,2004,8.31929,0.457527,,23646.374864,1586765.0,2.93808146967998,18.592,5.831,,74.337,0.111260576124426,17.7,0.844925912065483,81.681,0.56,0.708,11.05,21.56,,,,19387153.0,South Asia
Sri Lanka,2005,7.8389,0.547917,,27931.971938,1921674.0,2.43940755572339,18.576,5.766,,74.695,0.105474140165621,12.2,0.810825506471785,81.697,0.536,0.564,10.14,22.096,,,,19544988.0,South Asia
Sri Lanka,2006,7.51844,0.51822,,32365.078169,1990256.0,2.58205197488791,18.513,5.779,,74.904,0.110627585943128,11.6,0.769551641465596,81.712,0.499,0.475,9.56,22.089,,,,19695977.0,South Asia
Sri Lanka,2007,7.7485,0.520839,,37023.526063,2290905.0,2.56769492601784,18.404,5.832,,75.037,0.099938360153165,11.0,0.738871905202862,81.728,0.48,0.452,9.33,21.742,,,,19842044.0,South Asia
Sri Lanka,2008,8.87336,1.032485,,46595.310335,3561184.0,2.55509529185906,18.252,5.896,,75.157,0.0970124284982236,10.5,0.712803199874156,81.743,0.48,0.43,8.73,21.449,,,,19983984.0,South Asia
Sri Lanka,2009,8.41758,1.514054,,48143.074176,3171898.0,2.66512771767469,18.061,5.961,,75.286,0.0941761347764007,13.9,0.695753116801849,81.758,0.462,0.43,7.84,20.924,,,,20123508.0,South Asia
Sri Lanka,2010,8.49614,1.69018,,56725.754848,3735960.0,2.70051702009628,17.838,6.02,,75.439,0.0893117389675519,9.8,0.684559602845539,81.774,0.542,0.514,7.83,20.166,,,,20261738.0,South Asia
Sri Lanka,2011,8.83165,1.479823,,65292.745704,3977690.0,2.69721038809243,17.594,6.076,,75.614,0.0869471311784009,9.4,0.672689270325415,81.789,0.542,0.53,7.97,17.845,,,,20398496.0,South Asia
Sri Lanka,2012,7.44934,1.82726,,68434.431855,3670996.0,2.73081106435044,17.343,6.135,,75.796,0.0848417826949779,8.9,0.7264953589527785,81.804,0.559,0.532,8.06,19.754,,,,20532599.0,South Asia
Sri Lanka,2013,7.66652,1.568971,,74317.788943,4285016.0,2.63639908771847,17.093,6.204,,75.974,0.0835761488317727,8.4,0.780301447580142,81.802,0.587,0.614,10.1,20.861,,,,20663053.0,South Asia
Sri Lanka,2014,8.00661,1.297132,,79356.458315,4529383.0,2.65210651078478,16.849,6.282,,76.147,0.0823249828210553,7.9,0.933207942647201,81.782,0.588,0.614,9.03,26.47,,,,20788512.0,South Asia
Sri Lanka,2015,8.18428,1.101048,,80604.076558,5207950.0,3.06942241849653,16.609,6.368,,76.316,0.0807085583471391,7.5,0.91981102654886,81.744,0.686,0.773,8.4,26.263,,,,20908024.0,South Asia
Sri Lanka,2016,7.4268,1.146496,,82401.055069,4873855.0,3.47011680263074,16.364,6.459,,76.482,0.0793104107432767,7.1,0.9626716704651168,81.689,0.741,0.817,8.56,26.118,,,,21021177.0,South Asia
Sri Lanka,2017,7.83303,1.0742,,87428.117558,4735238.0,3.55105441671635,16.106,6.554,,76.648,0.07849134572219,6.7,1.0055323143813732,81.616,0.739,0.785,7.64,25.941,,,,21128028.0,South Asia
Sri Lanka,2018,7.92471,1.03439,,87963.065435,4788845.0,3.6452728630479,15.831,6.651,,76.812,0.07849134572219,6.4,1.04839295829763,81.524,0.814,0.785,9.49,25.941,,,,21228760.0,South Asia
Sri Lanka,2019,7.41758,1.056937,,83990.932868,4387693.0,3.6452728630479,15.544,6.75,,76.978,0.07849134572219,6.2,0.611875945764341,81.524,0.757,0.674,9.25,25.941,,,,21323734.0,South Asia
Sri Lanka,2020,8.3612,1.056937,,80676.699431,5625478.0,3.6452728630479,15.253,6.851,,77.144,0.07849134572219,5.9,0.530626559530355,81.524,0.659,0.646,9.25,25.941,,,,21413250.0,South Asia
